,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,percent_democrat
45059,2016,Missouri,MO,Madison,Hillary Clinton,democrat,1005.0,5321,18.88742717534298
45062,2016,Missouri,MO,Maries,Hillary Clinton,democrat,794.0,4500,17.644444444444442
45065,2016,Missouri,MO,Marion,Hillary Clinton,democrat,2994.0,12938,23.141134642139434
45068,2016,Missouri,MO,Mercer,Hillary Clinton,democrat,216.0,1745,12.378223495702006
45071,2016,Missouri,MO,Miller,Hillary Clinton,democrat,1750.0,11416,15.329362298528382
45074,2016,Missouri,MO,Mississippi,Hillary Clinton,democrat,1458.0,5169,28.20661636680209
45077,2016,Missouri,MO,Moniteau,Hillary Clinton,democrat,1237.0,6830,18.111273792093705
45080,2016,Missouri,MO,Monroe,Hillary Clinton,democrat,853.0,4156,20.524542829643888
45083,2016,Missouri,MO,Montgomery,Hillary Clinton,democrat,1119.0,5429,20.611530668631424
45086,2016,Missouri,MO,Morgan,Hillary Clinton,democrat,1768.0,8821,20.04307901598458
45089,2016,Missouri,MO,New Madrid,Hillary Clinton,democrat,1933.0,7357,26.27429658828327
45092,2016,Missouri,MO,Newton,Hillary Clinton,democrat,4990.0,26606,18.755168007216415
45095,2016,Missouri,MO,Nodaway,Hillary Clinton,democrat,2529.0,9458,26.739268344258825
45098,2016,Missouri,MO,Oregon,Hillary Clinton,democrat,865.0,4668,18.530419880034277
45101,2016,Missouri,MO,Osage,Hillary Clinton,democrat,998.0,7090,14.076163610719322
45104,2016,Missouri,MO,Ozark,Hillary Clinton,democrat,724.0,4505,16.07103218645949
45107,2016,Missouri,MO,Pemiscot,Hillary Clinton,democrat,1947.0,6027,32.30462916874067
45110,2016,Missouri,MO,Perry,Hillary Clinton,democrat,1520.0,8740,17.391304347826086
45113,2016,Missouri,MO,Pettis,Hillary Clinton,democrat,4324.0,18111,23.874993098117166
45116,2016,Missouri,MO,Phelps,Hillary Clinton,democrat,4766.0,18553,25.68856788659516
45119,2016,Missouri,MO,Pike,Hillary Clinton,democrat,1806.0,7382,24.46491465727445
45122,2016,Missouri,MO,Platte,Hillary Clinton,democrat,20057.0,48885,41.02894548429989
45125,2016,Missouri,MO,Polk,Hillary Clinton,democrat,2631.0,13763,19.116471699484126
45128,2016,Missouri,MO,Pulaski,Hillary Clinton,democrat,2922.0,13488,21.66370106761566
45131,2016,Missouri,MO,Putnam,Hillary Clinton,democrat,353.0,2346,15.046888320545609
45134,2016,Missouri,MO,Ralls,Hillary Clinton,democrat,1138.0,5266,21.610330421572353
45137,2016,Missouri,MO,Randolph,Hillary Clinton,democrat,2283.0,10309,22.145697933844215
45140,2016,Missouri,MO,Ray,Hillary Clinton,democrat,3090.0,10869,28.42947833287331
45143,2016,Missouri,MO,Reynolds,Hillary Clinton,democrat,540.0,3038,17.774851876234365
45146,2016,Missouri,MO,Ripley,Hillary Clinton,democrat,830.0,5524,15.025343953656769
45149,2016,Missouri,MO,St. Charles,Hillary Clinton,democrat,68626.0,201005,34.14143926767991
45152,2016,Missouri,MO,St. Clair,Hillary Clinton,democrat,936.0,4630,20.21598272138229
45155,2016,Missouri,MO,Ste. Genevieve,Hillary Clinton,democrat,2542.0,8469,30.01535010036604
45158,2016,Missouri,MO,St. Francois,Hillary Clinton,democrat,6250.0,24728,25.274991912002587
45161,2016,Missouri,MO,St. Louis County,Hillary Clinton,democrat,286704.0,514858,55.6860338190336
45164,2016,Missouri,MO,Saline,Hillary Clinton,democrat,2789.0,9274,30.073323269355186
45167,2016,Missouri,MO,Schuyler,Hillary Clinton,democrat,354.0,1936,18.285123966942148
45170,2016,Missouri,MO,Scotland,Hillary Clinton,democrat,365.0,1968,18.546747967479675
45173,2016,Missouri,MO,Scott,Hillary Clinton,democrat,3575.0,17256,20.71743161798795
45176,2016,Missouri,MO,Shannon,Hillary Clinton,democrat,776.0,3904,19.87704918032787
45179,2016,Missouri,MO,Shelby,Hillary Clinton,democrat,606.0,3255,18.617511520737327
45182,2016,Missouri,MO,Stoddard,Hillary Clinton,democrat,1876.0,13291,14.114814536152284
45185,2016,Missouri,MO,Stone,Hillary Clinton,democrat,2887.0,16567,17.426208728194602
45188,2016,Missouri,MO,Sullivan,Hillary Clinton,democrat,526.0,2486,21.158487530168944
45191,2016,Missouri,MO,Taney,Hillary Clinton,democrat,4373.0,23515,18.59664044227089
45194,2016,Missouri,MO,Texas,Hillary Clinton,democrat,1728.0,10956,15.772179627601316
45197,2016,Missouri,MO,Vernon,Hillary Clinton,democrat,1707.0,8599,19.851145482032795
45200,2016,Missouri,MO,Warren,Hillary Clinton,democrat,3915.0,15784,24.803598580841356
45203,2016,Missouri,MO,Washington,Hillary Clinton,democrat,1926.0,9282,20.74983839689722
45206,2016,Missouri,MO,Wayne,Hillary Clinton,democrat,948.0,5655,16.76392572944297
45209,2016,Missouri,MO,Webster,Hillary Clinton,democrat,3177.0,16743,18.97509406916323
45212,2016,Missouri,MO,Worth,Hillary Clinton,democrat,195.0,1046,18.64244741873805
45215,2016,Missouri,MO,Wright,Hillary Clinton,democrat,1170.0,8119,14.410641704643428
45218,2016,Missouri,MO,St. Louis City,Hillary Clinton,democrat,104235.0,131191,79.4528588089122
45221,2016,Montana,MT,Beaverhead,Hillary Clinton,democrat,1143.0,4849,23.571870488760567
45224,2016,Montana,MT,Big Horn,Hillary Clinton,democrat,2094.0,4237,49.421760679726226
45227,2016,Montana,MT,Blaine,Hillary Clinton,democrat,1202.0,2684,44.783904619970194
45230,2016,Montana,MT,Broadwater,Hillary Clinton,democrat,573.0,3133,18.28917969996808
45233,2016,Montana,MT,Carbon,Hillary Clinton,democrat,1828.0,5991,30.512435319646137
45236,2016,Montana,MT,Carter,Hillary Clinton,democrat,70.0,786,8.9058524173028
45239,2016,Montana,MT,Cascade,Hillary Clinton,democrat,12175.0,34571,35.21737872783547
45242,2016,Montana,MT,Chouteau,Hillary Clinton,democrat,732.0,2603,28.121398386477143
45245,2016,Montana,MT,Custer,Hillary Clinton,democrat,1176.0,5185,22.680810028929603
45248,2016,Montana,MT,Daniels,Hillary Clinton,democrat,168.0,962,17.463617463617464
45251,2016,Montana,MT,Dawson,Hillary Clinton,democrat,787.0,4374,17.99268404206676
45254,2016,Montana,MT,Deer Lodge,Hillary Clinton,democrat,2058.0,4206,48.93009985734665
45257,2016,Montana,MT,Fallon,Hillary Clinton,democrat,154.0,1484,10.377358490566039
45260,2016,Montana,MT,Fergus,Hillary Clinton,democrat,1202.0,5840,20.58219178082192
45263,2016,Montana,MT,Flathead,Hillary Clinton,democrat,13293.0,46571,28.54351420411844
45266,2016,Montana,MT,Gallatin,Hillary Clinton,democrat,24246.0,53819,45.05100429216448
45269,2016,Montana,MT,Garfield,Hillary Clinton,democrat,34.0,718,4.735376044568245
45272,2016,Montana,MT,Glacier,Hillary Clinton,democrat,3121.0,5075,61.497536945812804
45275,2016,Montana,MT,Golden Valley,Hillary Clinton,democrat,71.0,474,14.978902953586498
45278,2016,Montana,MT,Granite,Hillary Clinton,democrat,472.0,1777,26.561620709060215
45281,2016,Montana,MT,Hill,Hillary Clinton,democrat,2371.0,6445,36.78820791311094
45284,2016,Montana,MT,Jefferson,Hillary Clinton,democrat,1998.0,6714,29.75871313672922
45287,2016,Montana,MT,Judith Basin,Hillary Clinton,democrat,235.0,1208,19.453642384105958
45290,2016,Montana,MT,Lake,Hillary Clinton,democrat,4776.0,13181,36.23397314316061
45293,2016,Montana,MT,Lewis and Clark,Hillary Clinton,democrat,14478.0,34478,41.991994895295555
45296,2016,Montana,MT,Liberty,Hillary Clinton,democrat,206.0,961,21.436004162330903
45299,2016,Montana,MT,Lincoln,Hillary Clinton,democrat,2041.0,9330,21.875669882100752
45302,2016,Montana,MT,McCone,Hillary Clinton,democrat,154.0,1060,14.528301886792452
45305,2016,Montana,MT,Madison,Hillary Clinton,democrat,1180.0,4778,24.696525742988698
45308,2016,Montana,MT,Meagher,Hillary Clinton,democrat,193.0,977,19.75435005117707
45311,2016,Montana,MT,Mineral,Hillary Clinton,democrat,519.0,2012,25.795228628230614
45314,2016,Montana,MT,Missoula,Hillary Clinton,democrat,31543.0,59203,53.27939462527237
45317,2016,Montana,MT,Musselshell,Hillary Clinton,democrat,332.0,2441,13.60098320360508
45320,2016,Montana,MT,Park,Hillary Clinton,democrat,3595.0,9359,38.41222352815471
45323,2016,Montana,MT,Petroleum,Hillary Clinton,democrat,30.0,322,9.316770186335404
45326,2016,Montana,MT,Phillips,Hillary Clinton,democrat,318.0,2171,14.647627821280516
45329,2016,Montana,MT,Pondera,Hillary Clinton,democrat,738.0,2723,27.102460521483657
45332,2016,Montana,MT,Powder River,Hillary Clinton,democrat,127.0,1053,12.060778727445394
45335,2016,Montana,MT,Powell,Hillary Clinton,democrat,551.0,2794,19.720830350751612
45338,2016,Montana,MT,Prairie,Hillary Clinton,democrat,100.0,689,14.513788098693759
45341,2016,Montana,MT,Ravalli,Hillary Clinton,democrat,6223.0,22556,27.589111544600108
45344,2016,Montana,MT,Richland,Hillary Clinton,democrat,671.0,4871,13.775405460890989
45347,2016,Montana,MT,Roosevelt,Hillary Clinton,democrat,1560.0,3652,42.716319824753555
45350,2016,Montana,MT,Rosebud,Hillary Clinton,democrat,987.0,3453,28.58384013900956
45353,2016,Montana,MT,Sanders,Hillary Clinton,democrat,1218.0,5953,20.460272131698304
45356,2016,Montana,MT,Sheridan,Hillary Clinton,democrat,477.0,1835,25.99455040871935
45359,2016,Montana,MT,Silver Bow,Hillary Clinton,democrat,8619.0,16452,52.38876732312181
45362,2016,Montana,MT,Stillwater,Hillary Clinton,democrat,908.0,4873,18.633285450441207
45365,2016,Montana,MT,Sweet Grass,Hillary Clinton,democrat,402.0,2107,19.079259610821072
45368,2016,Montana,MT,Teton,Hillary Clinton,democrat,808.0,3188,25.345043914680048
45371,2016,Montana,MT,Toole,Hillary Clinton,democrat,402.0,2037,19.734904270986746
45374,2016,Montana,MT,Treasure,Hillary Clinton,democrat,59.0,443,13.31828442437923
45377,2016,Montana,MT,Valley,Hillary Clinton,democrat,886.0,3894,22.752953261427837
45380,2016,Montana,MT,Wheatland,Hillary Clinton,democrat,179.0,946,18.921775898520085
45383,2016,Montana,MT,Wibaux,Hillary Clinton,democrat,55.0,541,10.166358595194085
45386,2016,Montana,MT,Yellowstone,Hillary Clinton,democrat,22171.0,69108,32.08166927128552
45389,2016,Nebraska,NE,Adams,Hillary Clinton,democrat,3302.0,13513,24.43572855768519
45392,2016,Nebraska,NE,Antelope,Hillary Clinton,democrat,383.0,3281,11.673270344407193
45395,2016,Nebraska,NE,Arthur,Hillary Clinton,democrat,17.0,273,6.227106227106227
45398,2016,Nebraska,NE,Banner,Hillary Clinton,democrat,19.0,402,4.72636815920398
45401,2016,Nebraska,NE,Blaine,Hillary Clinton,democrat,30.0,317,9.46372239747634
45404,2016,Nebraska,NE,Boone,Hillary Clinton,democrat,414.0,2905,14.251290877796901
45407,2016,Nebraska,NE,Box Butte,Hillary Clinton,democrat,965.0,4924,19.597887896019497
45410,2016,Nebraska,NE,Boyd,Hillary Clinton,democrat,128.0,1156,11.072664359861593
45413,2016,Nebraska,NE,Brown,Hillary Clinton,democrat,153.0,1597,9.580463368816531
45416,2016,Nebraska,NE,Buffalo,Hillary Clinton,democrat,4763.0,21129,22.542477164087273
45419,2016,Nebraska,NE,Burt,Hillary Clinton,democrat,930.0,3558,26.138279932546375
45422,2016,Nebraska,NE,Butler,Hillary Clinton,democrat,691.0,3981,17.357447877417734
45425,2016,Nebraska,NE,Cass,Hillary Clinton,democrat,3484.0,12933,26.938838629861593
45428,2016,Nebraska,NE,Cedar,Hillary Clinton,democrat,571.0,4420,12.918552036199097
45431,2016,Nebraska,NE,Chase,Hillary Clinton,democrat,171.0,1898,9.009483667017912
45434,2016,Nebraska,NE,Cherry,Hillary Clinton,democrat,317.0,3118,10.166773572803079
45437,2016,Nebraska,NE,Cheyenne,Hillary Clinton,democrat,711.0,4711,15.092337083421778
45440,2016,Nebraska,NE,Clay,Hillary Clinton,democrat,477.0,3065,15.562805872756933
45443,2016,Nebraska,NE,Colfax,Hillary Clinton,democrat,859.0,3214,26.72682016179216
45446,2016,Nebraska,NE,Cuming,Hillary Clinton,democrat,719.0,4074,17.648502700049093
45449,2016,Nebraska,NE,Custer,Hillary Clinton,democrat,641.0,5652,11.341118188251945
45452,2016,Nebraska,NE,Dakota,Hillary Clinton,democrat,2314.0,6279,36.85300207039337
45455,2016,Nebraska,NE,Dawes,Hillary Clinton,democrat,801.0,3676,21.78998911860718
45458,2016,Nebraska,NE,Dawson,Hillary Clinton,democrat,2136.0,8635,24.736537348002315
45461,2016,Nebraska,NE,Deuel,Hillary Clinton,democrat,120.0,984,12.195121951219512
45464,2016,Nebraska,NE,Dixon,Hillary Clinton,democrat,556.0,2782,19.98562185478073
45467,2016,Nebraska,NE,Dodge,Hillary Clinton,democrat,4544.0,15529,29.261381930581493
45470,2016,Nebraska,NE,Douglas,Hillary Clinton,democrat,113798.0,240433,47.330441328769346
45473,2016,Nebraska,NE,Dundy,Hillary Clinton,democrat,89.0,953,9.338929695697797
45476,2016,Nebraska,NE,Fillmore,Hillary Clinton,democrat,613.0,2941,20.843250595035702
45479,2016,Nebraska,NE,Franklin,Hillary Clinton,democrat,250.0,1673,14.943215780035866
45482,2016,Nebraska,NE,Frontier,Hillary Clinton,democrat,161.0,1328,12.123493975903614
45485,2016,Nebraska,NE,Furnas,Hillary Clinton,democrat,304.0,2340,12.991452991452993
45488,2016,Nebraska,NE,Gage,Hillary Clinton,democrat,2935.0,10048,29.209792993630572
45491,2016,Nebraska,NE,Garden,Hillary Clinton,democrat,153.0,1075,14.232558139534884
45494,2016,Nebraska,NE,Garfield,Hillary Clinton,democrat,121.0,980,12.346938775510203
45497,2016,Nebraska,NE,Gosper,Hillary Clinton,democrat,166.0,1010,16.435643564356436
45500,2016,Nebraska,NE,Grant,Hillary Clinton,democrat,20.0,405,4.938271604938271
45503,2016,Nebraska,NE,Greeley,Hillary Clinton,democrat,210.0,1175,17.872340425531917
45506,2016,Nebraska,NE,Hall,Hillary Clinton,democrat,6282.0,22060,28.476881233000906
45509,2016,Nebraska,NE,Hamilton,Hillary Clinton,democrat,878.0,5004,17.54596322941647
45512,2016,Nebraska,NE,Harlan,Hillary Clinton,democrat,254.0,1832,13.864628820960698
45515,2016,Nebraska,NE,Hayes,Hillary Clinton,democrat,30.0,514,5.836575875486381
45518,2016,Nebraska,NE,Hitchcock,Hillary Clinton,democrat,161.0,1468,10.967302452316076
45521,2016,Nebraska,NE,Holt,Hillary Clinton,democrat,531.0,5118,10.37514654161782
45524,2016,Nebraska,NE,Hooker,Hillary Clinton,democrat,40.0,417,9.59232613908873
45527,2016,Nebraska,NE,Howard,Hillary Clinton,democrat,544.0,2994,18.169672678690716
45530,2016,Nebraska,NE,Jefferson,Hillary Clinton,democrat,837.0,3494,23.955352032054954
45533,2016,Nebraska,NE,Johnson,Hillary Clinton,democrat,563.0,2089,26.950694112015317
45536,2016,Nebraska,NE,Kearney,Hillary Clinton,democrat,550.0,3296,16.686893203883496
45539,2016,Nebraska,NE,Keith,Hillary Clinton,democrat,571.0,4034,14.154685176003968
45542,2016,Nebraska,NE,Keya Paha,Hillary Clinton,democrat,40.0,479,8.350730688935283
45545,2016,Nebraska,NE,Kimball,Hillary Clinton,democrat,230.0,1677,13.714967203339295
45548,2016,Nebraska,NE,Knox,Hillary Clinton,democrat,720.0,4115,17.496962332928312
45551,2016,Nebraska,NE,Lancaster,Hillary Clinton,democrat,61898.0,136223,45.438729142655795
45554,2016,Nebraska,NE,Lincoln,Hillary Clinton,democrat,2913.0,16131,18.058396875581177
45557,2016,Nebraska,NE,Logan,Hillary Clinton,democrat,32.0,453,7.06401766004415
45560,2016,Nebraska,NE,Loup,Hillary Clinton,democrat,48.0,385,12.467532467532468
45563,2016,Nebraska,NE,McPherson,Hillary Clinton,democrat,14.0,287,4.878048780487805
45566,2016,Nebraska,NE,Madison,Hillary Clinton,democrat,2711.0,14343,18.901206163285224
45569,2016,Nebraska,NE,Merrick,Hillary Clinton,democrat,602.0,3788,15.892291446673706
45572,2016,Nebraska,NE,Morrill,Hillary Clinton,democrat,284.0,2209,12.856496152105024
45575,2016,Nebraska,NE,Nance,Hillary Clinton,democrat,281.0,1621,17.334978408389883
45578,2016,Nebraska,NE,Nemaha,Hillary Clinton,democrat,785.0,3161,24.833913318570072
45581,2016,Nebraska,NE,Nuckolls,Hillary Clinton,democrat,353.0,2205,16.009070294784582
45584,2016,Nebraska,NE,Otoe,Hillary Clinton,democrat,2025.0,7457,27.155692637789997
45587,2016,Nebraska,NE,Pawnee,Hillary Clinton,democrat,279.0,1327,21.024868123587037
45590,2016,Nebraska,NE,Perkins,Hillary Clinton,democrat,161.0,1455,11.065292096219931
45593,2016,Nebraska,NE,Phelps,Hillary Clinton,democrat,572.0,4695,12.183173588924387
45596,2016,Nebraska,NE,Pierce,Hillary Clinton,democrat,382.0,3630,10.523415977961433
45599,2016,Nebraska,NE,Platte,Hillary Clinton,democrat,2646.0,14433,18.332986905009356
45602,2016,Nebraska,NE,Polk,Hillary Clinton,democrat,413.0,2582,15.995352439969016
45605,2016,Nebraska,NE,Red Willow,Hillary Clinton,democrat,645.0,5170,12.475822050290136
45608,2016,Nebraska,NE,Richardson,Hillary Clinton,democrat,818.0,3805,21.49802890932983
45611,2016,Nebraska,NE,Rock,Hillary Clinton,democrat,70.0,798,8.771929824561402
45614,2016,Nebraska,NE,Saline,Hillary Clinton,democrat,1733.0,5136,33.74221183800623
45617,2016,Nebraska,NE,Sarpy,Hillary Clinton,democrat,28033.0,80580,34.78902953586498
45620,2016,Nebraska,NE,Saunders,Hillary Clinton,democrat,2523.0,10860,23.23204419889503
45623,2016,Nebraska,NE,Scotts Bluff,Hillary Clinton,democrat,3207.0,14317,22.399944122372005
45626,2016,Nebraska,NE,Seward,Hillary Clinton,democrat,1875.0,7922,23.668265589497604
45629,2016,Nebraska,NE,Sheridan,Hillary Clinton,democrat,287.0,2608,11.004601226993865
45632,2016,Nebraska,NE,Sherman,Hillary Clinton,democrat,340.0,1573,21.61474888747616
45635,2016,Nebraska,NE,Sioux,Hillary Clinton,democrat,81.0,736,11.005434782608695
45638,2016,Nebraska,NE,Stanton,Hillary Clinton,democrat,417.0,2801,14.887540164227062
45641,2016,Nebraska,NE,Thayer,Hillary Clinton,democrat,499.0,2690,18.550185873605948
45644,2016,Nebraska,NE,Thomas,Hillary Clinton,democrat,30.0,393,7.633587786259542
45647,2016,Nebraska,NE,Thurston,Hillary Clinton,democrat,919.0,2088,44.013409961685824
45650,2016,Nebraska,NE,Valley,Hillary Clinton,democrat,339.0,2205,15.374149659863946
45653,2016,Nebraska,NE,Washington,Hillary Clinton,democrat,2623.0,10832,24.215288035450516
45656,2016,Nebraska,NE,Wayne,Hillary Clinton,democrat,835.0,3776,22.11334745762712
45659,2016,Nebraska,NE,Webster,Hillary Clinton,democrat,306.0,1708,17.915690866510538
45662,2016,Nebraska,NE,Wheeler,Hillary Clinton,democrat,62.0,465,13.333333333333334
45665,2016,Nebraska,NE,York,Hillary Clinton,democrat,1186.0,6381,18.586428459489106
45668,2016,Nevada,NV,Churchill,Hillary Clinton,democrat,2210.0,10938,20.204790638142256
45671,2016,Nevada,NV,Clark,Hillary Clinton,democrat,402227.0,767156,52.43092669548306
45674,2016,Nevada,NV,Douglas,Hillary Clinton,democrat,8454.0,27885,30.31737493275955
45677,2016,Nevada,NV,Elko,Hillary Clinton,democrat,3401.0,18559,18.32534080500027
45680,2016,Nevada,NV,Esmeralda,Hillary Clinton,democrat,65.0,423,15.36643026004728
45683,2016,Nevada,NV,Eureka,Hillary Clinton,democrat,74.0,854,8.665105386416862
45686,2016,Nevada,NV,Humboldt,Hillary Clinton,democrat,1386.0,6433,21.545157780195865
45689,2016,Nevada,NV,Lander,Hillary Clinton,democrat,403.0,2413,16.70120182345628
45692,2016,Nevada,NV,Lincoln,Hillary Clinton,democrat,285.0,2132,13.367729831144464
45695,2016,Nevada,NV,Lyon,Hillary Clinton,democrat,6146.0,23762,25.86482619308139
45698,2016,Nevada,NV,Mineral,Hillary Clinton,democrat,637.0,1997,31.89784677015523
45701,2016,Nevada,NV,Nye,Hillary Clinton,democrat,5094.0,19595,25.996427660117376
45704,2016,Nevada,NV,Pershing,Hillary Clinton,democrat,430.0,1982,21.695257315842582
45707,2016,Nevada,NV,Storey,Hillary Clinton,democrat,752.0,2558,29.39796716184519
45710,2016,Nevada,NV,Washoe,Hillary Clinton,democrat,97379.0,209909,46.39105517152671
45713,2016,Nevada,NV,White Pine,Hillary Clinton,democrat,707.0,3773,18.738404452690165
45716,2016,Nevada,NV,Carson City,Hillary Clinton,democrat,9610.0,25016,38.41541413495363
45719,2016,New Hampshire,NH,Belknap,Hillary Clinton,democrat,13517.0,35045,38.57040947353403
45722,2016,New Hampshire,NH,Carroll,Hillary Clinton,democrat,12987.0,29616,43.85129659643436
45725,2016,New Hampshire,NH,Cheshire,Hillary Clinton,democrat,22064.0,41895,52.66499582289056
45728,2016,New Hampshire,NH,Coos,Hillary Clinton,democrat,6563.0,15627,41.99782427849235
45731,2016,New Hampshire,NH,Grafton,Hillary Clinton,democrat,28510.0,51191,55.69338360258639
45734,2016,New Hampshire,NH,Hillsborough,Hillary Clinton,democrat,99589.0,214157,46.502799348141785
45737,2016,New Hampshire,NH,Merrimack,Hillary Clinton,democrat,40198.0,83648,48.05614001530222
45740,2016,New Hampshire,NH,Rockingham,Hillary Clinton,democrat,79994.0,181434,44.089861878148525
45743,2016,New Hampshire,NH,Strafford,Hillary Clinton,democrat,34894.0,69000,50.57101449275362
45746,2016,New Hampshire,NH,Sullivan,Hillary Clinton,democrat,10210.0,22683,45.01168275801261
45749,2016,New Jersey,NJ,Atlantic,Hillary Clinton,democrat,60924.0,117291,51.9426042918894
45752,2016,New Jersey,NJ,Bergen,Hillary Clinton,democrat,231211.0,419296,55.1426677096848
45755,2016,New Jersey,NJ,Burlington,Hillary Clinton,democrat,121725.0,218943,55.59666214494183
45758,2016,New Jersey,NJ,Camden,Hillary Clinton,democrat,146717.0,226592,64.74941745516169
45761,2016,New Jersey,NJ,Cape May,Hillary Clinton,democrat,18750.0,48722,38.48364188662206
45764,2016,New Jersey,NJ,Cumberland,Hillary Clinton,democrat,27771.0,54004,51.42396859491889
45767,2016,New Jersey,NJ,Essex,Hillary Clinton,democrat,240837.0,310934,77.45598744428078
45770,2016,New Jersey,NJ,Gloucester,Hillary Clinton,democrat,66870.0,139542,47.921056026142665
45773,2016,New Jersey,NJ,Hudson,Hillary Clinton,democrat,163917.0,219375,74.72
45776,2016,New Jersey,NJ,Hunterdon,Hillary Clinton,democrat,28898.0,70836,40.795640634705514
45779,2016,New Jersey,NJ,Mercer,Hillary Clinton,democrat,104775.0,156529,66.93647822448237
45782,2016,New Jersey,NJ,Middlesex,Hillary Clinton,democrat,193044.0,326102,59.197429025274296
45785,2016,New Jersey,NJ,Monmouth,Hillary Clinton,democrat,137181.0,314377,43.63582577605868
45788,2016,New Jersey,NJ,Morris,Hillary Clinton,democrat,115249.0,250416,46.02301769854961
45791,2016,New Jersey,NJ,Ocean,Hillary Clinton,democrat,87150.0,274362,31.76460296979903
45794,2016,New Jersey,NJ,Passaic,Hillary Clinton,democrat,116759.0,194802,59.937269637888726
45797,2016,New Jersey,NJ,Salem,Hillary Clinton,democrat,11904.0,29494,40.360751339255444
45800,2016,New Jersey,NJ,Somerset,Hillary Clinton,democrat,85689.0,157092,54.547017034603925
45803,2016,New Jersey,NJ,Sussex,Hillary Clinton,democrat,24212.0,74126,32.66330302457977
45806,2016,New Jersey,NJ,Union,Hillary Clinton,democrat,147414.0,221975,66.41018132672598
45809,2016,New Jersey,NJ,Warren,Hillary Clinton,democrat,17281.0,49236,35.09830205540661
45812,2016,New Mexico,NM,Bernalillo,Hillary Clinton,democrat,143417.0,274662,52.215814346360254
45815,2016,New Mexico,NM,Catron,Hillary Clinton,democrat,427.0,2049,20.839433870180578
45818,2016,New Mexico,NM,Chaves,Hillary Clinton,democrat,5534.0,20271,27.300083863647572
45821,2016,New Mexico,NM,Cibola,Hillary Clinton,democrat,3741.0,8063,46.3971226590599
45824,2016,New Mexico,NM,Colfax,Hillary Clinton,democrat,2129.0,5332,39.92873218304576
45827,2016,New Mexico,NM,Curry,Hillary Clinton,democrat,3121.0,13370,23.343305908750935
45830,2016,New Mexico,NM,De Baca,Hillary Clinton,democrat,193.0,910,21.208791208791208
45833,2016,New Mexico,NM,Dona Ana,Hillary Clinton,democrat,37947.0,70648,53.71277318536972
45836,2016,New Mexico,NM,Eddy,Hillary Clinton,democrat,5033.0,19667,25.591091676412265
45839,2016,New Mexico,NM,Grant,Hillary Clinton,democrat,6276.0,12811,48.98914994926235
45842,2016,New Mexico,NM,Guadalupe,Hillary Clinton,democrat,970.0,1827,53.09250136836344
45845,2016,New Mexico,NM,Harding,Hillary Clinton,democrat,156.0,527,29.601518026565465
45848,2016,New Mexico,NM,Hidalgo,Hillary Clinton,democrat,784.0,1872,41.88034188034188
45851,2016,New Mexico,NM,Lea,Hillary Clinton,democrat,3930.0,17712,22.188346883468835
45854,2016,New Mexico,NM,Lincoln,Hillary Clinton,democrat,2331.0,8902,26.185126937766796
45857,2016,New Mexico,NM,Los Alamos,Hillary Clinton,democrat,5562.0,10885,51.09784106568672
45860,2016,New Mexico,NM,Luna,Hillary Clinton,democrat,3195.0,7295,43.79712131596985
45863,2016,New Mexico,NM,McKinley,Hillary Clinton,democrat,13576.0,21703,62.553564023406906
45866,2016,New Mexico,NM,Mora,Hillary Clinton,democrat,1536.0,2441,62.92503072511266
45869,2016,New Mexico,NM,Otero,Hillary Clinton,democrat,6124.0,20060,30.528414755732804
45872,2016,New Mexico,NM,Quay,Hillary Clinton,democrat,1017.0,3572,28.471444568868982
45875,2016,New Mexico,NM,Rio Arriba,Hillary Clinton,democrat,9592.0,14878,64.47103105256082
45878,2016,New Mexico,NM,Roosevelt,Hillary Clinton,democrat,1454.0,5950,24.436974789915965
45881,2016,New Mexico,NM,Sandoval,Hillary Clinton,democrat,27707.0,61690,44.9132760577079
45884,2016,New Mexico,NM,San Juan,Hillary Clinton,democrat,12865.0,46110,27.900672305356757
45887,2016,New Mexico,NM,San Miguel,Hillary Clinton,democrat,7285.0,10751,67.7611384987443
45890,2016,New Mexico,NM,Santa Fe,Hillary Clinton,democrat,50793.0,71434,71.10479603550131
45893,2016,New Mexico,NM,Sierra,Hillary Clinton,democrat,1612.0,5181,31.11368461686933
45896,2016,New Mexico,NM,Socorro,Hillary Clinton,democrat,3313.0,6868,48.23820617355853
45899,2016,New Mexico,NM,Taos,Hillary Clinton,democrat,10668.0,15260,69.90825688073394
45902,2016,New Mexico,NM,Torrance,Hillary Clinton,democrat,1785.0,6324,28.225806451612907
45905,2016,New Mexico,NM,Union,Hillary Clinton,democrat,320.0,1702,18.80141010575793
45908,2016,New Mexico,NM,Valencia,Hillary Clinton,democrat,10841.0,27592,39.29037402145549
45911,2016,Missouri,MO,Kansas City,Hillary Clinton,democrat,97735.0,128601,75.99863142588316
45914,2016,New York,NY,Albany,Hillary Clinton,democrat,83077.0,139830,59.4128584710005
45917,2016,New York,NY,Allegany,Hillary Clinton,democrat,4882.0,18692,26.118125401241173
45920,2016,New York,NY,Bronx,Hillary Clinton,democrat,353646.0,399522,88.51727814738612
45923,2016,New York,NY,Broome,Hillary Clinton,democrat,39212.0,86072,45.557207918951576
45926,2016,New York,NY,Cattaraugus,Hillary Clinton,democrat,9497.0,31161,30.477199062931227
45929,2016,New York,NY,Cayuga,Hillary Clinton,democrat,13522.0,33172,40.763294344628
