,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,percent_democrat
48686,2016,Texas,TX,Upshur,Hillary Clinton,democrat,2380.0,16013,14.862923874352088
48689,2016,Texas,TX,Upton,Hillary Clinton,democrat,286.0,1347,21.232368225686713
48692,2016,Texas,TX,Uvalde,Hillary Clinton,democrat,3867.0,8964,43.1392235609103
48695,2016,Texas,TX,Val Verde,Hillary Clinton,democrat,6964.0,13617,51.141954909304545
48698,2016,Texas,TX,Van Zandt,Hillary Clinton,democrat,2799.0,21890,12.7866605756053
48701,2016,Texas,TX,Victoria,Hillary Clinton,democrat,8866.0,31123,28.486971050348618
48704,2016,Texas,TX,Walker,Hillary Clinton,democrat,6091.0,19796,30.768842190341484
48707,2016,Texas,TX,Waller,Hillary Clinton,democrat,5748.0,16784,34.24690181124881
48710,2016,Texas,TX,Ward,Hillary Clinton,democrat,783.0,3445,22.728592162554424
48713,2016,Texas,TX,Washington,Hillary Clinton,democrat,3382.0,14828,22.808200701375775
48716,2016,Texas,TX,Webb,Hillary Clinton,democrat,42307.0,56905,74.34671821456814
48719,2016,Texas,TX,Wharton,Hillary Clinton,democrat,4238.0,14732,28.767309258756445
48722,2016,Texas,TX,Wheeler,Hillary Clinton,democrat,194.0,2306,8.412836079791846
48725,2016,Texas,TX,Wichita,Hillary Clinton,democrat,8770.0,38119,23.006899446470264
48728,2016,Texas,TX,Wilbarger,Hillary Clinton,democrat,809.0,4105,19.707673568818514
48731,2016,Texas,TX,Willacy,Hillary Clinton,democrat,3422.0,5095,67.1638861629048
48734,2016,Texas,TX,Williamson,Hillary Clinton,democrat,84468.0,203081,41.59325589296882
48737,2016,Texas,TX,Wilson,Hillary Clinton,democrat,4790.0,19432,24.65006175380815
48740,2016,Texas,TX,Winkler,Hillary Clinton,democrat,420.0,1876,22.388059701492537
48743,2016,Texas,TX,Wise,Hillary Clinton,democrat,3412.0,24776,13.771391669357444
48746,2016,Texas,TX,Wood,Hillary Clinton,democrat,2630.0,18727,14.043893843114219
48749,2016,Texas,TX,Yoakum,Hillary Clinton,democrat,426.0,2303,18.49761181068172
48752,2016,Texas,TX,Young,Hillary Clinton,democrat,876.0,7707,11.366290385363955
48755,2016,Texas,TX,Zapata,Hillary Clinton,democrat,2063.0,3142,65.65881604073839
48758,2016,Texas,TX,Zavala,Hillary Clinton,democrat,2636.0,3396,77.62073027090695
48761,2016,Utah,UT,Beaver,Hillary Clinton,democrat,264.0,2491,10.598153352067442
48764,2016,Utah,UT,Box Elder,Hillary Clinton,democrat,2282.0,19735,11.563212566506207
48767,2016,Utah,UT,Cache,Hillary Clinton,democrat,8563.0,46157,18.551898953571506
48770,2016,Utah,UT,Carbon,Hillary Clinton,democrat,1717.0,7952,21.5920523138833
48773,2016,Utah,UT,Daggett,Hillary Clinton,democrat,77.0,474,16.244725738396625
48776,2016,Utah,UT,Davis,Hillary Clinton,democrat,28776.0,138411,20.790255109781736
48779,2016,Utah,UT,Duchesne,Hillary Clinton,democrat,500.0,6942,7.202535292422933
48782,2016,Utah,UT,Emery,Hillary Clinton,democrat,380.0,4289,8.859874096525996
48785,2016,Utah,UT,Garfield,Hillary Clinton,democrat,358.0,2344,15.273037542662117
48788,2016,Utah,UT,Grand,Hillary Clinton,democrat,1960.0,4533,43.23847341716303
48791,2016,Utah,UT,Iron,Hillary Clinton,democrat,2450.0,17654,13.877874702616971
48794,2016,Utah,UT,Juab,Hillary Clinton,democrat,442.0,4177,10.58175724203974
48797,2016,Utah,UT,Kane,Hillary Clinton,democrat,741.0,3505,21.14122681883024
48800,2016,Utah,UT,Millard,Hillary Clinton,democrat,431.0,5242,8.222052651659672
48803,2016,Utah,UT,Morgan,Hillary Clinton,democrat,577.0,5192,11.113251155624038
48806,2016,Utah,UT,Piute,Hillary Clinton,democrat,47.0,729,6.447187928669409
48809,2016,Utah,UT,Rich,Hillary Clinton,democrat,104.0,1109,9.377817853922453
48812,2016,Utah,UT,Salt Lake,Hillary Clinton,democrat,175863.0,418868,41.98530324589131
48815,2016,Utah,UT,San Juan,Hillary Clinton,democrat,2042.0,5447,37.488525794015054
48818,2016,Utah,UT,Sanpete,Hillary Clinton,democrat,1061.0,10164,10.438803620621801
48821,2016,Utah,UT,Sevier,Hillary Clinton,democrat,695.0,8654,8.030968338340653
48824,2016,Utah,UT,Summit,Hillary Clinton,democrat,10503.0,20641,50.884162589021855
48827,2016,Utah,UT,Tooele,Hillary Clinton,democrat,4573.0,21829,20.94919602363828
48830,2016,Utah,UT,Uintah,Hillary Clinton,democrat,995.0,12797,7.775259826521841
48833,2016,Utah,UT,Utah,Hillary Clinton,democrat,28522.0,201551,14.15125700194988
48836,2016,Utah,UT,Wasatch,Hillary Clinton,democrat,3063.0,12120,25.27227722772277
48839,2016,Utah,UT,Washington,Hillary Clinton,democrat,10288.0,61963,16.603456901699403
48842,2016,Utah,UT,Wayne,Hillary Clinton,democrat,271.0,1421,19.071076706544687
48845,2016,Utah,UT,Weber,Hillary Clinton,democrat,23131.0,85039,27.200460964969015
48848,2016,Vermont,VT,Addison,Hillary Clinton,democrat,11219.0,19031,58.95118490883296
48851,2016,Vermont,VT,Bennington,Hillary Clinton,democrat,9539.0,17381,54.88176744721247
48854,2016,Vermont,VT,Caledonia,Hillary Clinton,democrat,6445.0,14075,45.790408525754884
48857,2016,Vermont,VT,Chittenden,Hillary Clinton,democrat,54814.0,83418,65.7100386007816
48860,2016,Vermont,VT,Essex,Hillary Clinton,democrat,1019.0,2925,34.83760683760684
48863,2016,Vermont,VT,Franklin,Hillary Clinton,democrat,9351.0,21411,43.67381252627155
48866,2016,Vermont,VT,Grand Isle,Hillary Clinton,democrat,2094.0,4110,50.948905109489054
48869,2016,Vermont,VT,Lamoille,Hillary Clinton,democrat,7241.0,12762,56.73875568092775
48872,2016,Vermont,VT,Orange,Hillary Clinton,democrat,7541.0,14649,51.477916581336615
48875,2016,Vermont,VT,Orleans,Hillary Clinton,democrat,5185.0,12047,43.0397609363327
48878,2016,Vermont,VT,Rutland,Hillary Clinton,democrat,13635.0,29619,46.03463992707384
48881,2016,Vermont,VT,Washington,Hillary Clinton,democrat,18594.0,31086,59.81470758540822
48884,2016,Vermont,VT,Windham,Hillary Clinton,democrat,14340.0,22635,63.353214049039096
48887,2016,Vermont,VT,Windsor,Hillary Clinton,democrat,17556.0,29928,58.66078588612671
48890,2016,Virginia,VA,Accomack,Hillary Clinton,democrat,6740.0,15818,42.60968516879504
48893,2016,Virginia,VA,Albemarle,Hillary Clinton,democrat,33345.0,56726,58.7825688396855
48896,2016,Virginia,VA,Alleghany,Hillary Clinton,democrat,2166.0,7325,29.56996587030717
48899,2016,Virginia,VA,Amelia,Hillary Clinton,democrat,2128.0,7040,30.227272727272727
48902,2016,Virginia,VA,Amherst,Hillary Clinton,democrat,5057.0,15396,32.846193816575735
48905,2016,Virginia,VA,Appomattox,Hillary Clinton,democrat,2023.0,8011,25.25277743103233
48908,2016,Virginia,VA,Arlington,Hillary Clinton,democrat,92016.0,121356,75.82319786413527
48911,2016,Virginia,VA,Augusta,Hillary Clinton,democrat,8177.0,36343,22.499518476735545
48914,2016,Virginia,VA,Bath,Hillary Clinton,democrat,603.0,2253,26.764314247669773
48917,2016,Virginia,VA,Bedford,Hillary Clinton,democrat,9768.0,42525,22.970017636684304
48920,2016,Virginia,VA,Bland,Hillary Clinton,democrat,453.0,3139,14.431347562918125
48923,2016,Virginia,VA,Botetourt,Hillary Clinton,democrat,4494.0,18739,23.982069480762046
48926,2016,Virginia,VA,Brunswick,Hillary Clinton,democrat,4481.0,7669,58.43004303038206
48929,2016,Virginia,VA,Buchanan,Hillary Clinton,democrat,1721.0,9247,18.61144154861036
48932,2016,Virginia,VA,Buckingham,Hillary Clinton,democrat,3128.0,7295,42.87868403015764
48935,2016,Virginia,VA,Campbell,Hillary Clinton,democrat,6664.0,27535,24.201924822952606
48938,2016,Virginia,VA,Caroline,Hillary Clinton,democrat,6432.0,14863,43.2752472582924
48941,2016,Virginia,VA,Carroll,Hillary Clinton,democrat,2559.0,13668,18.722563652326603
48944,2016,Virginia,VA,Charles City,Hillary Clinton,democrat,2496.0,4107,60.77428780131483
48947,2016,Virginia,VA,Charlotte,Hillary Clinton,democrat,2155.0,5808,37.103994490358126
48950,2016,Virginia,VA,Chesterfield,Hillary Clinton,democrat,81074.0,176461,45.94442964734417
48953,2016,Virginia,VA,Clarke,Hillary Clinton,democrat,3051.0,8213,37.14842323146231
48956,2016,Virginia,VA,Craig,Hillary Clinton,democrat,541.0,2794,19.362920544022906
48959,2016,Virginia,VA,Culpeper,Hillary Clinton,democrat,7759.0,22218,34.92213520568908
48962,2016,Virginia,VA,Cumberland,Hillary Clinton,democrat,2036.0,4906,41.500203832042395
48965,2016,Virginia,VA,Dickenson,Hillary Clinton,democrat,1335.0,6440,20.72981366459627
48968,2016,Virginia,VA,Dinwiddie,Hillary Clinton,democrat,5765.0,13575,42.467771639042354
48971,2016,Virginia,VA,Essex,Hillary Clinton,democrat,2542.0,5408,47.00443786982248
48974,2016,Virginia,VA,Fairfax,Hillary Clinton,democrat,355133.0,551183,64.43105103023859
48977,2016,Virginia,VA,Fauquier,Hillary Clinton,democrat,12971.0,37467,34.61979875623882
48980,2016,Virginia,VA,Floyd,Hillary Clinton,democrat,2300.0,8051,28.567879766488634
48983,2016,Virginia,VA,Fluvanna,Hillary Clinton,democrat,5760.0,13597,42.362285798337865
48986,2016,Virginia,VA,Franklin,Hillary Clinton,democrat,7257.0,26971,26.906677542545697
48989,2016,Virginia,VA,Frederick,Hillary Clinton,democrat,11932.0,40440,29.505440158259148
48992,2016,Virginia,VA,Giles,Hillary Clinton,democrat,1950.0,8212,23.745737944471504
48995,2016,Virginia,VA,Gloucester,Hillary Clinton,democrat,5404.0,19619,27.544727050308378
48998,2016,Virginia,VA,Goochland,Hillary Clinton,democrat,4889.0,14037,34.829379497043526
49001,2016,Virginia,VA,Grayson,Hillary Clinton,democrat,1407.0,7285,19.313658201784488
49004,2016,Virginia,VA,Greene,Hillary Clinton,democrat,2924.0,9608,30.432972522897582
49007,2016,Virginia,VA,Greensville,Hillary Clinton,democrat,2558.0,4363,58.629383451753384
49010,2016,Virginia,VA,Halifax,Hillary Clinton,democrat,6897.0,17001,40.56820187047821
49013,2016,Virginia,VA,Hanover,Hillary Clinton,democrat,19382.0,62753,30.886172772616447
49016,2016,Virginia,VA,Henrico,Hillary Clinton,democrat,93935.0,163654,57.398535935571395
49019,2016,Virginia,VA,Henry,Hillary Clinton,democrat,8198.0,24106,34.008130755828425
49022,2016,Virginia,VA,Highland,Hillary Clinton,democrat,371.0,1391,26.671459381739755
49025,2016,Virginia,VA,Isle of Wight,Hillary Clinton,democrat,7881.0,21075,37.395017793594306
49028,2016,Virginia,VA,James City,Hillary Clinton,democrat,19105.0,43173,44.25219465869873
49031,2016,Virginia,VA,King and Queen,Hillary Clinton,democrat,1468.0,3697,39.70787124695699
49034,2016,Virginia,VA,King George,Hillary Clinton,democrat,4007.0,12059,33.228294220084585
49037,2016,Virginia,VA,King William,Hillary Clinton,democrat,2760.0,9161,30.12771531492195
49040,2016,Virginia,VA,Lancaster,Hillary Clinton,democrat,2869.0,6645,43.175319789315274
49043,2016,Virginia,VA,Lee,Hillary Clinton,democrat,1627.0,9399,17.31035216512395
49046,2016,Virginia,VA,Loudoun,Hillary Clinton,democrat,100795.0,183097,55.05005543509724
49049,2016,Virginia,VA,Louisa,Hillary Clinton,democrat,6212.0,17631,35.23339572344166
49052,2016,Virginia,VA,Lunenburg,Hillary Clinton,democrat,2227.0,5586,39.86752595775152
49055,2016,Virginia,VA,Madison,Hillary Clinton,democrat,2203.0,6979,31.56612695228543
49058,2016,Virginia,VA,Mathews,Hillary Clinton,democrat,1563.0,5311,29.429485972509884
49061,2016,Virginia,VA,Mecklenburg,Hillary Clinton,democrat,6285.0,14945,42.0541987286718
49064,2016,Virginia,VA,Middlesex,Hillary Clinton,democrat,2108.0,6017,35.03407013461858
49067,2016,Virginia,VA,Montgomery,Hillary Clinton,democrat,20021.0,43031,46.52692245125607
49070,2016,Virginia,VA,Nelson,Hillary Clinton,democrat,3689.0,8318,44.34960327001683
49073,2016,Virginia,VA,New Kent,Hillary Clinton,democrat,3546.0,12242,28.96585525240974
49076,2016,Virginia,VA,Northampton,Hillary Clinton,democrat,3255.0,6172,52.73817239144524
49079,2016,Virginia,VA,Northumberland,Hillary Clinton,democrat,2852.0,7398,38.55095971884293
49082,2016,Virginia,VA,Nottoway,Hillary Clinton,democrat,2829.0,6744,41.94839857651246
49085,2016,Virginia,VA,Orange,Hillary Clinton,democrat,5957.0,17270,34.49334105385061
49088,2016,Virginia,VA,Page,Hillary Clinton,democrat,2514.0,10740,23.40782122905028
49091,2016,Virginia,VA,Patrick,Hillary Clinton,democrat,1768.0,8525,20.73900293255132
49094,2016,Virginia,VA,Pittsylvania,Hillary Clinton,democrat,9199.0,31598,29.112602063421733
49097,2016,Virginia,VA,Powhatan,Hillary Clinton,democrat,4060.0,16900,24.023668639053255
49100,2016,Virginia,VA,Prince Edward,Hillary Clinton,democrat,4591.0,9143,50.21327791753254
49103,2016,Virginia,VA,Prince George,Hillary Clinton,democrat,6419.0,16184,39.66262975778547
49106,2016,Virginia,VA,Prince William,Hillary Clinton,democrat,113144.0,196538,57.5685109240961
49109,2016,Virginia,VA,Pulaski,Hillary Clinton,democrat,4172.0,15167,27.507087756313048
49112,2016,Virginia,VA,Rappahannock,Hillary Clinton,democrat,1747.0,4483,38.96944010707116
49115,2016,Virginia,VA,Richmond,Hillary Clinton,democrat,1347.0,3661,36.79322589456432
49118,2016,Virginia,VA,Roanoke,Hillary Clinton,democrat,17200.0,51489,33.40519334226728
49121,2016,Virginia,VA,Rockbridge,Hillary Clinton,democrat,3508.0,10795,32.49652616952293
49124,2016,Virginia,VA,Rockingham,Hillary Clinton,democrat,9366.0,37487,24.984661349267746
49127,2016,Virginia,VA,Russell,Hillary Clinton,democrat,2330.0,12246,19.026620937448964
49130,2016,Virginia,VA,Scott,Hillary Clinton,democrat,1581.0,10100,15.653465346534654
49133,2016,Virginia,VA,Shenandoah,Hillary Clinton,democrat,5273.0,20513,25.705650075561838
49136,2016,Virginia,VA,Smyth,Hillary Clinton,democrat,2665.0,12890,20.674941815360746
49139,2016,Virginia,VA,Southampton,Hillary Clinton,democrat,3595.0,8878,40.493354359089885
49142,2016,Virginia,VA,Spotsylvania,Hillary Clinton,democrat,24207.0,62562,38.692816725808
49145,2016,Virginia,VA,Stafford,Hillary Clinton,democrat,27908.0,65934,42.32717566050899
49148,2016,Virginia,VA,Surry,Hillary Clinton,democrat,2272.0,4228,53.736991485335864
49151,2016,Virginia,VA,Sussex,Hillary Clinton,democrat,2879.0,5044,57.077716098334655
49154,2016,Virginia,VA,Tazewell,Hillary Clinton,democrat,2895.0,18566,15.59301949800711
49157,2016,Virginia,VA,Warren,Hillary Clinton,democrat,5169.0,17960,28.78062360801782
49160,2016,Virginia,VA,Washington,Hillary Clinton,democrat,5553.0,25847,21.48411807946764
49163,2016,Virginia,VA,Westmoreland,Hillary Clinton,democrat,3836.0,8574,44.73991135992536
49166,2016,Virginia,VA,Wise,Hillary Clinton,democrat,2701.0,15163,17.813097671964652
49169,2016,Virginia,VA,Wythe,Hillary Clinton,democrat,2770.0,13343,20.759949036948214
49172,2016,Virginia,VA,York,Hillary Clinton,democrat,12999.0,34118,38.100123102174805
49175,2016,Virginia,VA,Alexandria,Hillary Clinton,democrat,57242.0,75770,75.54705028375346
49178,2016,Virginia,VA,Bedford,Hillary Clinton,democrat,,0,
49181,2016,Virginia,VA,Bristol,Hillary Clinton,democrat,1835.0,7032,26.094994311717862
49184,2016,Virginia,VA,Buena Vista,Hillary Clinton,democrat,693.0,2407,28.791026173660157
49187,2016,Virginia,VA,Charlottesville,Hillary Clinton,democrat,17901.0,22472,79.65913136347454
49190,2016,Virginia,VA,Chesapeake,Hillary Clinton,democrat,52627.0,112705,46.69446785856883
49193,2016,Virginia,VA,Colonial Heights,Hillary Clinton,democrat,2367.0,8457,27.98864845689961
49196,2016,Virginia,VA,Covington,Hillary Clinton,democrat,914.0,2382,38.371116708648195
49199,2016,Virginia,VA,Danville,Hillary Clinton,democrat,11059.0,18952,58.35268045588856
49202,2016,Virginia,VA,Emporia,Hillary Clinton,democrat,1530.0,2367,64.63878326996198
49205,2016,Virginia,VA,Fairfax,Hillary Clinton,democrat,7367.0,12030,61.238570241064004
49208,2016,Virginia,VA,Falls Church,Hillary Clinton,democrat,5819.0,7757,75.01611447724635
49211,2016,Virginia,VA,Franklin,Hillary Clinton,democrat,2519.0,4070,61.891891891891895
49214,2016,Virginia,VA,Fredericksburg,Hillary Clinton,democrat,6707.0,11264,59.54367897727273
49217,2016,Virginia,VA,Galax,Hillary Clinton,democrat,681.0,2376,28.66161616161616
49220,2016,Virginia,VA,Hampton,Hillary Clinton,democrat,41312.0,62356,66.25184424915004
49223,2016,Virginia,VA,Harrisonburg,Hillary Clinton,democrat,10212.0,17993,56.75540487967543
49226,2016,Virginia,VA,Hopewell,Hillary Clinton,democrat,4724.0,9008,52.44227353463587
49229,2016,Virginia,VA,Lexington,Hillary Clinton,democrat,1514.0,2465,61.419878296146045
49232,2016,Virginia,VA,Lynchburg,Hillary Clinton,democrat,14792.0,35671,41.46785904516273
49235,2016,Virginia,VA,Manassas,Hillary Clinton,democrat,8423.0,15411,54.65576536240347
49238,2016,Virginia,VA,Manassas Park,Hillary Clinton,democrat,3204.0,5232,61.23853211009175
49241,2016,Virginia,VA,Martinsville,Hillary Clinton,democrat,3533.0,5907,59.810394447265956
49244,2016,Virginia,VA,Newport News,Hillary Clinton,democrat,45618.0,75715,60.24962028660107
49247,2016,Virginia,VA,Norfolk,Hillary Clinton,democrat,57023.0,83388,68.3827409219552
49250,2016,Virginia,VA,Norton,Hillary Clinton,democrat,383.0,1460,26.232876712328768
49253,2016,Virginia,VA,Petersburg,Hillary Clinton,democrat,12021.0,13786,87.19715653561583
49256,2016,Virginia,VA,Poquoson,Hillary Clinton,democrat,1601.0,7177,22.30737076773025
49259,2016,Virginia,VA,Portsmouth,Hillary Clinton,democrat,28497.0,43265,65.86617358141686
49262,2016,Virginia,VA,Radford,Hillary Clinton,democrat,2925.0,6085,48.06902218570255
49265,2016,Virginia,VA,Richmond,Hillary Clinton,democrat,81259.0,103484,78.52324997101002
49268,2016,Virginia,VA,Roanoke,Hillary Clinton,democrat,22286.0,39466,56.46885927127148
49271,2016,Virginia,VA,Salem,Hillary Clinton,democrat,4202.0,12225,34.372188139059304
49274,2016,Virginia,VA,Staunton,Hillary Clinton,democrat,5333.0,11255,47.383385162150155
49277,2016,Virginia,VA,Suffolk,Hillary Clinton,democrat,23280.0,43240,53.83903792784459
49280,2016,Virginia,VA,Virginia Beach,Hillary Clinton,democrat,91032.0,203262,44.78554771673997
49283,2016,Virginia,VA,Waynesboro,Hillary Clinton,democrat,3764.0,9204,40.895262929161234
49286,2016,Virginia,VA,Williamsburg,Hillary Clinton,democrat,5206.0,7626,68.26645685811697
49289,2016,Virginia,VA,Winchester,Hillary Clinton,democrat,5164.0,10667,48.41098715665135
49292,2016,Washington,WA,Adams,Hillary Clinton,democrat,1299.0,4644,27.971576227390184
49295,2016,Washington,WA,Asotin,Hillary Clinton,democrat,3134.0,9736,32.18981101068201
49298,2016,Washington,WA,Benton,Hillary Clinton,democrat,26360.0,80027,32.93888312694466
49301,2016,Washington,WA,Chelan,Hillary Clinton,democrat,13032.0,33380,39.04134212103056
49304,2016,Washington,WA,Clallam,Hillary Clinton,democrat,17677.0,39457,44.800669082799
49307,2016,Washington,WA,Clark,Hillary Clinton,democrat,92757.0,200160,46.34142685851319
49310,2016,Washington,WA,Columbia,Hillary Clinton,democrat,526.0,2182,24.106324472960587
49313,2016,Washington,WA,Cowlitz,Hillary Clinton,democrat,17908.0,45692,39.19285651755231
49316,2016,Washington,WA,Douglas,Hillary Clinton,democrat,4918.0,15543,31.64125329730425
49319,2016,Washington,WA,Ferry,Hillary Clinton,democrat,1098.0,3601,30.4915301305193
49322,2016,Washington,WA,Franklin,Hillary Clinton,democrat,8886.0,23720,37.46205733558179
49325,2016,Washington,WA,Garfield,Hillary Clinton,democrat,279.0,1246,22.391653290529696
49328,2016,Washington,WA,Grant,Hillary Clinton,democrat,7810.0,28346,27.552388344034433
49331,2016,Washington,WA,Grays Harbor,Hillary Clinton,democrat,12020.0,28367,42.37318010364156
49334,2016,Washington,WA,Island,Hillary Clinton,democrat,20960.0,42876,48.885157197499765
49337,2016,Washington,WA,Jefferson,Hillary Clinton,democrat,12656.0,20276,62.41862300256461
49340,2016,Washington,WA,King,Hillary Clinton,democrat,718322.0,998499,71.94018221350247
49343,2016,Washington,WA,Kitsap,Hillary Clinton,democrat,63156.0,124317,50.80238422741862
49346,2016,Washington,WA,Kittitas,Hillary Clinton,democrat,7489.0,18955,39.509364283830124
49349,2016,Washington,WA,Klickitat,Hillary Clinton,democrat,4194.0,10769,38.94512025257684
49352,2016,Washington,WA,Lewis,Hillary Clinton,democrat,9654.0,34149,28.270227532284984
49355,2016,Washington,WA,Lincoln,Hillary Clinton,democrat,1244.0,5713,21.77489935235428
49358,2016,Washington,WA,Mason,Hillary Clinton,democrat,11993.0,28073,42.720763723150355
49361,2016,Washington,WA,Okanogan,Hillary Clinton,democrat,6298.0,17091,36.849803990404304
49364,2016,Washington,WA,Pacific,Hillary Clinton,democrat,4620.0,10716,43.11310190369541
49367,2016,Washington,WA,Pend Oreille,Hillary Clinton,democrat,1934.0,6802,28.432813878271094
49370,2016,Washington,WA,Pierce,Hillary Clinton,democrat,172538.0,348485,49.510882821355295
49373,2016,Washington,WA,San Juan,Hillary Clinton,democrat,7172.0,10774,66.56766289214777
