,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,percent_republican
41727,2016,Georgia,GA,Dooly,Donald Trump,republican,1951.0,3859,50.55713915522156
41730,2016,Georgia,GA,Dougherty,Donald Trump,republican,10232.0,34087,30.017308651392028
41733,2016,Georgia,GA,Douglas,Donald Trump,republican,24817.0,57738,42.98209151685199
41736,2016,Georgia,GA,Early,Donald Trump,republican,2552.0,4785,53.333333333333336
41739,2016,Georgia,GA,Echols,Donald Trump,republican,1007.0,1182,85.19458544839256
41742,2016,Georgia,GA,Effingham,Donald Trump,republican,17874.0,23458,76.19575411373518
41745,2016,Georgia,GA,Elbert,Donald Trump,republican,5292.0,7987,66.25766871165644
41748,2016,Georgia,GA,Emanuel,Donald Trump,republican,5335.0,7860,67.87531806615776
41751,2016,Georgia,GA,Evans,Donald Trump,republican,2404.0,3613,66.53750345972875
41754,2016,Georgia,GA,Fannin,Donald Trump,republican,9632.0,11812,81.544192346766
41757,2016,Georgia,GA,Fayette,Donald Trump,republican,35048.0,60913,57.53779981284784
41760,2016,Georgia,GA,Floyd,Donald Trump,republican,24114.0,34608,69.67753120665742
41763,2016,Georgia,GA,Forsyth,Donald Trump,republican,69851.0,98221,71.11615642276091
41766,2016,Georgia,GA,Franklin,Donald Trump,republican,7054.0,8502,82.9687132439426
41769,2016,Georgia,GA,Fulton,Donald Trump,republican,117783.0,431391,27.30307308219226
41772,2016,Georgia,GA,Gilmer,Donald Trump,republican,10477.0,12773,82.02458310498709
41775,2016,Georgia,GA,Glascock,Donald Trump,republican,1235.0,1390,88.84892086330936
41778,2016,Georgia,GA,Glynn,Donald Trump,republican,21512.0,34263,62.78492834836412
41781,2016,Georgia,GA,Gordon,Donald Trump,republican,15191.0,18959,80.12553404715439
41784,2016,Georgia,GA,Grady,Donald Trump,republican,6053.0,9213,65.70064039943558
41787,2016,Georgia,GA,Greene,Donald Trump,republican,5490.0,8852,62.01988251242657
41790,2016,Georgia,GA,Gwinnett,Donald Trump,republican,146989.0,328331,44.7685415023254
41793,2016,Georgia,GA,Habersham,Donald Trump,republican,13190.0,16243,81.20421104475774
41796,2016,Georgia,GA,Hall,Donald Trump,republican,51733.0,70694,73.17877047557076
41799,2016,Georgia,GA,Hancock,Donald Trump,republican,843.0,3580,23.54748603351955
41802,2016,Georgia,GA,Haralson,Donald Trump,republican,9585.0,11357,84.39728801620147
41805,2016,Georgia,GA,Harris,Donald Trump,republican,11936.0,16502,72.33062659071628
41808,2016,Georgia,GA,Hart,Donald Trump,republican,7286.0,10117,72.0173964614016
41811,2016,Georgia,GA,Heard,Donald Trump,republican,3370.0,4223,79.80108927302865
41814,2016,Georgia,GA,Henry,Donald Trump,republican,45724.0,98766,46.295283802118135
41817,2016,Georgia,GA,Houston,Donald Trump,republican,35430.0,60079,58.97235306845986
41820,2016,Georgia,GA,Irwin,Donald Trump,republican,2716.0,3670,74.00544959128067
41823,2016,Georgia,GA,Jackson,Donald Trump,republican,21784.0,27190,80.11769032732622
41826,2016,Georgia,GA,Jasper,Donald Trump,republican,4360.0,6045,72.12572373862697
41829,2016,Georgia,GA,Jeff Davis,Donald Trump,republican,4104.0,5096,80.53375196232338
41832,2016,Georgia,GA,Jefferson,Donald Trump,republican,3063.0,6968,43.95809414466131
41835,2016,Georgia,GA,Jenkins,Donald Trump,republican,1895.0,3056,62.00916230366492
41838,2016,Georgia,GA,Johnson,Donald Trump,republican,2519.0,3686,68.33966359196961
41841,2016,Georgia,GA,Jones,Donald Trump,republican,8305.0,12551,66.17002629272568
41844,2016,Georgia,GA,Lamar,Donald Trump,republican,5190.0,7612,68.18181818181817
41847,2016,Georgia,GA,Lanier,Donald Trump,republican,1984.0,2871,69.10484151863461
41850,2016,Georgia,GA,Laurens,Donald Trump,republican,12411.0,19530,63.54838709677419
41853,2016,Georgia,GA,Lee,Donald Trump,republican,10646.0,14143,75.27398713144312
41856,2016,Georgia,GA,Liberty,Donald Trump,republican,6134.0,16143,37.99789382394846
41859,2016,Georgia,GA,Lincoln,Donald Trump,republican,2759.0,4102,67.25987323256948
41862,2016,Georgia,GA,Long,Donald Trump,republican,2626.0,4117,63.784308962837024
41865,2016,Georgia,GA,Lowndes,Donald Trump,republican,21635.0,37805,57.22787991006481
41868,2016,Georgia,GA,Lumpkin,Donald Trump,republican,9619.0,12425,77.41649899396378
41871,2016,Georgia,GA,McDuffie,Donald Trump,republican,5432.0,9268,58.610271903323266
41874,2016,Georgia,GA,McIntosh,Donald Trump,republican,3487.0,5903,59.07165847873962
41877,2016,Georgia,GA,Macon,Donald Trump,republican,1540.0,4287,35.922556566363426
41880,2016,Georgia,GA,Madison,Donald Trump,republican,9201.0,11998,76.68778129688282
41883,2016,Georgia,GA,Marion,Donald Trump,republican,1921.0,3190,60.21943573667712
41886,2016,Georgia,GA,Meriwether,Donald Trump,republican,5222.0,9217,56.6561788000434
41889,2016,Georgia,GA,Miller,Donald Trump,republican,1891.0,2544,74.33176100628931
41892,2016,Georgia,GA,Mitchell,Donald Trump,republican,4279.0,7880,54.30203045685279
41895,2016,Georgia,GA,Monroe,Donald Trump,republican,8832.0,12687,69.61456609127453
41898,2016,Georgia,GA,Montgomery,Donald Trump,republican,2670.0,3576,74.66442953020133
41901,2016,Georgia,GA,Morgan,Donald Trump,republican,6559.0,9475,69.22427440633246
41904,2016,Georgia,GA,Murray,Donald Trump,republican,10341.0,12458,83.0069031947343
41907,2016,Georgia,GA,Muscogee,Donald Trump,republican,26976.0,69032,39.07752926179163
41910,2016,Georgia,GA,Newton,Donald Trump,republican,20913.0,43987,47.54359242503467
41913,2016,Georgia,GA,Oconee,Donald Trump,republican,13425.0,20149,66.62861680480421
41916,2016,Georgia,GA,Oglethorpe,Donald Trump,republican,4625.0,6674,69.29877135151334
41919,2016,Georgia,GA,Paulding,Donald Trump,republican,44662.0,64890,68.82724610879951
41922,2016,Georgia,GA,Peach,Donald Trump,republican,5413.0,10752,50.344122023809526
41925,2016,Georgia,GA,Pickens,Donald Trump,republican,11651.0,14038,82.99615329819062
41928,2016,Georgia,GA,Pierce,Donald Trump,republican,6302.0,7311,86.19887840240733
41931,2016,Georgia,GA,Pike,Donald Trump,republican,7278.0,8725,83.41547277936962
41934,2016,Georgia,GA,Polk,Donald Trump,republican,11014.0,14215,77.48153359127681
41937,2016,Georgia,GA,Pulaski,Donald Trump,republican,2437.0,3605,67.6005547850208
41940,2016,Georgia,GA,Putnam,Donald Trump,republican,6544.0,9488,68.97133220910624
41943,2016,Georgia,GA,Quitman,Donald Trump,republican,575.0,1044,55.07662835249042
41946,2016,Georgia,GA,Rabun,Donald Trump,republican,6287.0,7992,78.66616616616616
41949,2016,Georgia,GA,Randolph,Donald Trump,republican,1271.0,2899,43.842704380820976
41952,2016,Georgia,GA,Richmond,Donald Trump,republican,24461.0,75515,32.39223995232735
41955,2016,Georgia,GA,Rockdale,Donald Trump,republican,13478.0,37869,35.5911167445668
41958,2016,Georgia,GA,Schley,Donald Trump,republican,1472.0,1909,77.10843373493977
41961,2016,Georgia,GA,Screven,Donald Trump,republican,3305.0,5715,57.830271216097984
41964,2016,Georgia,GA,Seminole,Donald Trump,republican,2345.0,3588,65.35674470457079
41967,2016,Georgia,GA,Spalding,Donald Trump,republican,15646.0,25704,60.869903516962346
41970,2016,Georgia,GA,Stephens,Donald Trump,republican,7686.0,9815,78.30871115639327
41973,2016,Georgia,GA,Stewart,Donald Trump,republican,805.0,2058,39.1156462585034
41976,2016,Georgia,GA,Sumter,Donald Trump,republican,5276.0,10974,48.07727355567705
41979,2016,Georgia,GA,Talbot,Donald Trump,republican,1196.0,3246,36.845348120764015
41982,2016,Georgia,GA,Taliaferro,Donald Trump,republican,349.0,897,38.90746934225195
41985,2016,Georgia,GA,Tattnall,Donald Trump,republican,5096.0,6903,73.82297551789078
41988,2016,Georgia,GA,Taylor,Donald Trump,republican,2064.0,3408,60.56338028169014
41991,2016,Georgia,GA,Telfair,Donald Trump,republican,2450.0,3796,64.54162276080085
41994,2016,Georgia,GA,Terrell,Donald Trump,republican,1874.0,4189,44.736213893530675
41997,2016,Georgia,GA,Thomas,Donald Trump,republican,11228.0,18802,59.71705137751303
42000,2016,Georgia,GA,Tift,Donald Trump,republican,9584.0,14219,67.40277094029116
42003,2016,Georgia,GA,Toombs,Donald Trump,republican,6615.0,9138,72.39001969796455
42006,2016,Georgia,GA,Towns,Donald Trump,republican,5383.0,6764,79.58308693081018
42009,2016,Georgia,GA,Treutlen,Donald Trump,republican,1809.0,2703,66.92563817980022
42012,2016,Georgia,GA,Troup,Donald Trump,republican,15750.0,26111,60.31940561449197
42015,2016,Georgia,GA,Turner,Donald Trump,republican,2095.0,3398,61.65391406709829
42018,2016,Georgia,GA,Twiggs,Donald Trump,republican,2035.0,4059,50.135501355013545
42021,2016,Georgia,GA,Union,Donald Trump,republican,9852.0,12063,81.67122606316836
42024,2016,Georgia,GA,Upson,Donald Trump,republican,7292.0,10934,66.69105542344978
42027,2016,Georgia,GA,Walker,Donald Trump,republican,18950.0,23956,79.10335615294707
42030,2016,Georgia,GA,Walton,Donald Trump,republican,31125.0,40698,76.47795960489458
42033,2016,Georgia,GA,Ware,Donald Trump,republican,8513.0,12184,69.87032173342088
42036,2016,Georgia,GA,Warren,Donald Trump,republican,991.0,2334,42.45929734361611
42039,2016,Georgia,GA,Washington,Donald Trump,republican,4149.0,8461,49.03675688452901
42042,2016,Georgia,GA,Wayne,Donald Trump,republican,8153.0,10413,78.29636031883223
42045,2016,Georgia,GA,Webster,Donald Trump,republican,630.0,1116,56.451612903225815
42048,2016,Georgia,GA,Wheeler,Donald Trump,republican,1421.0,2102,67.60228353948621
42051,2016,Georgia,GA,White,Donald Trump,republican,9761.0,11823,82.55941808339678
42054,2016,Georgia,GA,Whitfield,Donald Trump,republican,21537.0,30658,70.24920086111293
42057,2016,Georgia,GA,Wilcox,Donald Trump,republican,2096.0,2976,70.43010752688173
42060,2016,Georgia,GA,Wilkes,Donald Trump,republican,2572.0,4486,57.33392777530094
42063,2016,Georgia,GA,Wilkinson,Donald Trump,republican,2333.0,4287,54.420340564497316
42066,2016,Georgia,GA,Worth,Donald Trump,republican,6152.0,8295,74.16515973477999
42069,2016,Hawaii,HI,Hawaii,Donald Trump,republican,17501.0,64867,26.97982024758352
42072,2016,Hawaii,HI,Honolulu,Donald Trump,republican,90326.0,285790,31.605724483012004
42075,2016,Hawaii,HI,Kauai,Donald Trump,republican,7574.0,26335,28.76020505031327
42078,2016,Hawaii,HI,Maui,Donald Trump,republican,13446.0,51945,25.88507074790644
42081,2016,Idaho,ID,Ada,Donald Trump,republican,93752.0,195669,47.9135683220132
42084,2016,Idaho,ID,Adams,Donald Trump,republican,1556.0,2183,71.27805771873568
42087,2016,Idaho,ID,Bannock,Donald Trump,republican,17180.0,33416,51.4124970074216
