,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,percent_republican
44979,2016,Missouri,MO,Dunklin,Donald Trump,republican,8026.0,10578,75.87445641898279
44982,2016,Missouri,MO,Franklin,Donald Trump,republican,35430.0,50113,70.70021750843095
44985,2016,Missouri,MO,Gasconade,Donald Trump,republican,5670.0,7445,76.15849563465413
44988,2016,Missouri,MO,Gentry,Donald Trump,republican,2304.0,3043,75.71475517581334
44991,2016,Missouri,MO,Greene,Donald Trump,republican,78035.0,129231,60.3841183616934
44994,2016,Missouri,MO,Grundy,Donald Trump,republican,3462.0,4310,80.32482598607888
44997,2016,Missouri,MO,Harrison,Donald Trump,republican,2965.0,3689,80.37408511791814
45000,2016,Missouri,MO,Henry,Donald Trump,republican,7075.0,9866,71.71092641394688
45003,2016,Missouri,MO,Hickory,Donald Trump,republican,3542.0,4724,74.97883149872989
45006,2016,Missouri,MO,Holt,Donald Trump,republican,1926.0,2355,81.78343949044586
45009,2016,Missouri,MO,Howard,Donald Trump,republican,3277.0,4868,67.31717337715695
45012,2016,Missouri,MO,Howell,Donald Trump,republican,13893.0,17455,79.59323975938126
45015,2016,Missouri,MO,Iron,Donald Trump,republican,3173.0,4269,74.3265401733427
45018,2016,Missouri,MO,Jackson,Donald Trump,republican,91557.0,173275,52.839128552878364
45021,2016,Missouri,MO,Jasper,Donald Trump,republican,35070.0,48326,72.56963125439722
45024,2016,Missouri,MO,Jefferson,Donald Trump,republican,69036.0,106238,64.98239801201076
45027,2016,Missouri,MO,Johnson,Donald Trump,republican,13719.0,21132,64.92049971607041
45030,2016,Missouri,MO,Knox,Donald Trump,republican,1416.0,1870,75.72192513368984
45033,2016,Missouri,MO,Laclede,Donald Trump,republican,12881.0,16051,80.25045168525325
45036,2016,Missouri,MO,Lafayette,Donald Trump,republican,10988.0,15876,69.21138825900731
45039,2016,Missouri,MO,Lawrence,Donald Trump,republican,13089.0,16715,78.30690996111277
45042,2016,Missouri,MO,Lewis,Donald Trump,republican,3344.0,4456,75.04488330341114
45045,2016,Missouri,MO,Lincoln,Donald Trump,republican,18159.0,24962,72.7465747936864
45048,2016,Missouri,MO,Linn,Donald Trump,republican,4088.0,5587,73.16985860032219
45051,2016,Missouri,MO,Livingston,Donald Trump,republican,4879.0,6421,75.98504905777916
45054,2016,Missouri,MO,McDonald,Donald Trump,republican,6599.0,8242,80.06551807813638
45057,2016,Missouri,MO,Macon,Donald Trump,republican,5798.0,7621,76.07925469098544
45060,2016,Missouri,MO,Madison,Donald Trump,republican,4102.0,5321,77.0907724112009
45063,2016,Missouri,MO,Maries,Donald Trump,republican,3561.0,4500,79.13333333333334
45066,2016,Missouri,MO,Marion,Donald Trump,republican,9419.0,12938,72.80105116710466
45069,2016,Missouri,MO,Mercer,Donald Trump,republican,1486.0,1745,85.15759312320917
45072,2016,Missouri,MO,Miller,Donald Trump,republican,9285.0,11416,81.333216538192
45075,2016,Missouri,MO,Mississippi,Donald Trump,republican,3600.0,5169,69.64596633778294
45078,2016,Missouri,MO,Moniteau,Donald Trump,republican,5347.0,6830,78.28696925329429
45081,2016,Missouri,MO,Monroe,Donald Trump,republican,3159.0,4156,76.01058710298364
45084,2016,Missouri,MO,Montgomery,Donald Trump,republican,4127.0,5429,76.01768281451464
45087,2016,Missouri,MO,Morgan,Donald Trump,republican,6760.0,8821,76.63530211994104
45090,2016,Missouri,MO,New Madrid,Donald Trump,republican,5270.0,7357,71.63245888269675
45093,2016,Missouri,MO,Newton,Donald Trump,republican,20553.0,26606,77.24949259565511
45096,2016,Missouri,MO,Nodaway,Donald Trump,republican,6380.0,9458,67.45612180164939
45099,2016,Missouri,MO,Oregon,Donald Trump,republican,3671.0,4668,78.64181662382177
45102,2016,Missouri,MO,Osage,Donald Trump,republican,5856.0,7090,82.59520451339915
45105,2016,Missouri,MO,Ozark,Donald Trump,republican,3639.0,4505,80.77691453940066
45108,2016,Missouri,MO,Pemiscot,Donald Trump,republican,3964.0,6027,65.77069852331176
45111,2016,Missouri,MO,Perry,Donald Trump,republican,6908.0,8740,79.03890160183067
45114,2016,Missouri,MO,Pettis,Donald Trump,republican,12810.0,18111,70.73049527911213
45117,2016,Missouri,MO,Phelps,Donald Trump,republican,12709.0,18553,68.50105104295801
45120,2016,Missouri,MO,Pike,Donald Trump,republican,5274.0,7382,71.44405310214033
45123,2016,Missouri,MO,Platte,Donald Trump,republican,25933.0,48885,53.048992533496985
45126,2016,Missouri,MO,Polk,Donald Trump,republican,10438.0,13763,75.84102303276902
45129,2016,Missouri,MO,Pulaski,Donald Trump,republican,9876.0,13488,73.22064056939502
45132,2016,Missouri,MO,Putnam,Donald Trump,republican,1936.0,2346,82.5234441602728
45135,2016,Missouri,MO,Ralls,Donald Trump,republican,3969.0,5266,75.37030003797949
45138,2016,Missouri,MO,Randolph,Donald Trump,republican,7529.0,10309,73.03327189834125
45141,2016,Missouri,MO,Ray,Donald Trump,republican,7104.0,10869,65.36019873033398
45144,2016,Missouri,MO,Reynolds,Donald Trump,republican,2406.0,3038,79.19684002633312
45147,2016,Missouri,MO,Ripley,Donald Trump,republican,4522.0,5524,81.86097031136858
45150,2016,Missouri,MO,St. Charles,Donald Trump,republican,121650.0,201005,60.52088256511033
45153,2016,Missouri,MO,St. Clair,Donald Trump,republican,3501.0,4630,75.61555075593952
45156,2016,Missouri,MO,Ste. Genevieve,Donald Trump,republican,5496.0,8469,64.8955012398158
45159,2016,Missouri,MO,St. Francois,Donald Trump,republican,17468.0,24728,70.64056939501779
45162,2016,Missouri,MO,St. Louis County,Donald Trump,republican,202434.0,514858,39.31841400929965
45165,2016,Missouri,MO,Saline,Donald Trump,republican,5977.0,9274,64.44899719646322
45168,2016,Missouri,MO,Schuyler,Donald Trump,republican,1505.0,1936,77.73760330578511
45171,2016,Missouri,MO,Scotland,Donald Trump,republican,1525.0,1968,77.48983739837398
45174,2016,Missouri,MO,Scott,Donald Trump,republican,13168.0,17256,76.30968938340288
45177,2016,Missouri,MO,Shannon,Donald Trump,republican,2966.0,3904,75.97336065573771
45180,2016,Missouri,MO,Shelby,Donald Trump,republican,2524.0,3255,77.54224270353302
45183,2016,Missouri,MO,Stoddard,Donald Trump,republican,11079.0,13291,83.35715897976074
45186,2016,Missouri,MO,Stone,Donald Trump,republican,13158.0,16567,79.42294923643387
45189,2016,Missouri,MO,Sullivan,Donald Trump,republican,1884.0,2486,75.78439259855189
45192,2016,Missouri,MO,Taney,Donald Trump,republican,18276.0,23515,77.7206038698703
45195,2016,Missouri,MO,Texas,Donald Trump,republican,8875.0,10956,81.00584154801022
45198,2016,Missouri,MO,Vernon,Donald Trump,republican,6533.0,8599,75.97395045935575
45201,2016,Missouri,MO,Warren,Donald Trump,republican,11111.0,15784,70.39406994424733
45204,2016,Missouri,MO,Washington,Donald Trump,republican,7048.0,9282,75.93191122602887
45207,2016,Missouri,MO,Wayne,Donald Trump,republican,4658.0,5655,82.36958443854996
45210,2016,Missouri,MO,Webster,Donald Trump,republican,12840.0,16743,76.68876545421968
45213,2016,Missouri,MO,Worth,Donald Trump,republican,808.0,1046,77.24665391969407
45216,2016,Missouri,MO,Wright,Donald Trump,republican,6707.0,8119,82.6086956521739
45219,2016,Missouri,MO,St. Louis City,Donald Trump,republican,20832.0,131191,15.879138050628471
45222,2016,Montana,MT,Beaverhead,Donald Trump,republican,3353.0,4849,69.14827799546298
45225,2016,Montana,MT,Big Horn,Donald Trump,republican,1853.0,4237,43.733773896624974
45228,2016,Montana,MT,Blaine,Donald Trump,republican,1268.0,2684,47.24292101341281
45231,2016,Montana,MT,Broadwater,Donald Trump,republican,2348.0,3133,74.94414299393553
45234,2016,Montana,MT,Carbon,Donald Trump,republican,3748.0,5991,62.560507427808375
45237,2016,Montana,MT,Carter,Donald Trump,republican,678.0,786,86.25954198473282
45240,2016,Montana,MT,Cascade,Donald Trump,republican,19632.0,34571,56.787480836539295
45243,2016,Montana,MT,Chouteau,Donald Trump,republican,1679.0,2603,64.50249711870917
45246,2016,Montana,MT,Custer,Donald Trump,republican,3657.0,5185,70.53037608486017
45249,2016,Montana,MT,Daniels,Donald Trump,republican,730.0,962,75.88357588357589
45252,2016,Montana,MT,Dawson,Donald Trump,republican,3320.0,4374,75.90306355738454
45255,2016,Montana,MT,Deer Lodge,Donald Trump,republican,1763.0,4206,41.91631003328578
45258,2016,Montana,MT,Fallon,Donald Trump,republican,1279.0,1484,86.18598382749326
45261,2016,Montana,MT,Fergus,Donald Trump,republican,4269.0,5840,73.09931506849315
45264,2016,Montana,MT,Flathead,Donald Trump,republican,30240.0,46571,64.93311288140688
45267,2016,Montana,MT,Gallatin,Donald Trump,republican,23802.0,53819,44.226016834203534
45270,2016,Montana,MT,Garfield,Donald Trump,republican,653.0,718,90.94707520891365
45273,2016,Montana,MT,Glacier,Donald Trump,republican,1620.0,5075,31.92118226600985
45276,2016,Montana,MT,Golden Valley,Donald Trump,republican,365.0,474,77.0042194092827
45279,2016,Montana,MT,Granite,Donald Trump,republican,1192.0,1777,67.0793472144063
45282,2016,Montana,MT,Hill,Donald Trump,republican,3478.0,6445,53.96431342125679
45285,2016,Montana,MT,Jefferson,Donald Trump,republican,4177.0,6714,62.21328567173071
45288,2016,Montana,MT,Judith Basin,Donald Trump,republican,872.0,1208,72.18543046357617
45291,2016,Montana,MT,Lake,Donald Trump,republican,7530.0,13181,57.127683787269554
45294,2016,Montana,MT,Lewis and Clark,Donald Trump,republican,16895.0,34478,49.002262312199086
45297,2016,Montana,MT,Liberty,Donald Trump,republican,698.0,961,72.63267429760666
45300,2016,Montana,MT,Lincoln,Donald Trump,republican,6729.0,9330,72.12218649517685
45303,2016,Montana,MT,McCone,Donald Trump,republican,862.0,1060,81.32075471698114
45306,2016,Montana,MT,Madison,Donald Trump,republican,3297.0,4778,69.00376726663876
45309,2016,Montana,MT,Meagher,Donald Trump,republican,729.0,977,74.61617195496417
45312,2016,Montana,MT,Mineral,Donald Trump,republican,1330.0,2012,66.10337972166998
45315,2016,Montana,MT,Missoula,Donald Trump,republican,22250.0,59203,37.582554938094354
45318,2016,Montana,MT,Musselshell,Donald Trump,republican,1967.0,2441,80.58172879967228
45321,2016,Montana,MT,Park,Donald Trump,republican,4980.0,9359,53.21081312105994
45324,2016,Montana,MT,Petroleum,Donald Trump,republican,278.0,322,86.33540372670807
45327,2016,Montana,MT,Phillips,Donald Trump,republican,1723.0,2171,79.36434822662368
45330,2016,Montana,MT,Pondera,Donald Trump,republican,1799.0,2723,66.0668380462725
45333,2016,Montana,MT,Powder River,Donald Trump,republican,884.0,1053,83.9506172839506
45336,2016,Montana,MT,Powell,Donald Trump,republican,2029.0,2794,72.61989978525412
45339,2016,Montana,MT,Prairie,Donald Trump,republican,556.0,689,80.6966618287373
45342,2016,Montana,MT,Ravalli,Donald Trump,republican,14810.0,22556,65.65880475261571
45345,2016,Montana,MT,Richland,Donald Trump,republican,3908.0,4871,80.22993225210429
45348,2016,Montana,MT,Roosevelt,Donald Trump,republican,1797.0,3652,49.205914567360345
45351,2016,Montana,MT,Rosebud,Donald Trump,republican,2253.0,3453,65.24761077324067
45354,2016,Montana,MT,Sanders,Donald Trump,republican,4286.0,5953,71.99731227952293
45357,2016,Montana,MT,Sheridan,Donald Trump,republican,1241.0,1835,67.62942779291554
45360,2016,Montana,MT,Silver Bow,Donald Trump,republican,6376.0,16452,38.7551665451009
45363,2016,Montana,MT,Stillwater,Donald Trump,republican,3661.0,4873,75.1282577467679
45366,2016,Montana,MT,Sweet Grass,Donald Trump,republican,1595.0,2107,75.7000474608448
45369,2016,Montana,MT,Teton,Donald Trump,republican,2170.0,3188,68.06775407779172
45372,2016,Montana,MT,Toole,Donald Trump,republican,1497.0,2037,73.49042709867453
45375,2016,Montana,MT,Treasure,Donald Trump,republican,351.0,443,79.23250564334086
45378,2016,Montana,MT,Valley,Donald Trump,republican,2698.0,3894,69.28608115048793
45381,2016,Montana,MT,Wheatland,Donald Trump,republican,702.0,946,74.20718816067652
45384,2016,Montana,MT,Wibaux,Donald Trump,republican,463.0,541,85.58225508317929
45387,2016,Montana,MT,Yellowstone,Donald Trump,republican,40920.0,69108,59.21166869248133
45390,2016,Nebraska,NE,Adams,Donald Trump,republican,9287.0,13513,68.72641160364094
45393,2016,Nebraska,NE,Antelope,Donald Trump,republican,2732.0,3281,83.26729655592807
45396,2016,Nebraska,NE,Arthur,Donald Trump,republican,244.0,273,89.37728937728939
45399,2016,Nebraska,NE,Banner,Donald Trump,republican,357.0,402,88.80597014925374
45402,2016,Nebraska,NE,Blaine,Donald Trump,republican,276.0,317,87.06624605678233
45405,2016,Nebraska,NE,Boone,Donald Trump,republican,2299.0,2905,79.1394148020654
45408,2016,Nebraska,NE,Box Butte,Donald Trump,republican,3617.0,4924,73.4565393988627
45411,2016,Nebraska,NE,Boyd,Donald Trump,republican,983.0,1156,85.03460207612457
45414,2016,Nebraska,NE,Brown,Donald Trump,republican,1385.0,1597,86.72510958046337
45417,2016,Nebraska,NE,Buffalo,Donald Trump,republican,14569.0,21129,68.9526243551517
45420,2016,Nebraska,NE,Burt,Donald Trump,republican,2367.0,3558,66.52613827993254
45423,2016,Nebraska,NE,Butler,Donald Trump,republican,3079.0,3981,77.34237628736498
45426,2016,Nebraska,NE,Cass,Donald Trump,republican,8452.0,12933,65.3521997989639
45429,2016,Nebraska,NE,Cedar,Donald Trump,republican,3532.0,4420,79.90950226244344
45432,2016,Nebraska,NE,Chase,Donald Trump,republican,1648.0,1898,86.82824025289779
45435,2016,Nebraska,NE,Cherry,Donald Trump,republican,2623.0,3118,84.12443874278384
45438,2016,Nebraska,NE,Cheyenne,Donald Trump,republican,3665.0,4711,77.7966461473148
45441,2016,Nebraska,NE,Clay,Donald Trump,republican,2422.0,3065,79.02120717781403
45444,2016,Nebraska,NE,Colfax,Donald Trump,republican,2171.0,3214,67.54822650902302
45447,2016,Nebraska,NE,Cuming,Donald Trump,republican,3122.0,4074,76.6323024054983
45450,2016,Nebraska,NE,Custer,Donald Trump,republican,4695.0,5652,83.06794055201698
45453,2016,Nebraska,NE,Dakota,Donald Trump,republican,3616.0,6279,57.588788023570636
45456,2016,Nebraska,NE,Dawes,Donald Trump,republican,2632.0,3676,71.59956474428726
45459,2016,Nebraska,NE,Dawson,Donald Trump,republican,5984.0,8635,69.29936305732484
45462,2016,Nebraska,NE,Deuel,Donald Trump,republican,809.0,984,82.21544715447155
45465,2016,Nebraska,NE,Dixon,Donald Trump,republican,2041.0,2782,73.36448598130842
45468,2016,Nebraska,NE,Dodge,Donald Trump,republican,9933.0,15529,63.96419602034903
45471,2016,Nebraska,NE,Douglas,Donald Trump,republican,108077.0,240433,44.95098426588696
45474,2016,Nebraska,NE,Dundy,Donald Trump,republican,823.0,953,86.3588667366212
45477,2016,Nebraska,NE,Fillmore,Donald Trump,republican,2130.0,2941,72.42434546072765
45480,2016,Nebraska,NE,Franklin,Donald Trump,republican,1347.0,1673,80.51404662283323
45483,2016,Nebraska,NE,Frontier,Donald Trump,republican,1110.0,1328,83.58433734939759
45486,2016,Nebraska,NE,Furnas,Donald Trump,republican,1921.0,2340,82.09401709401709
45489,2016,Nebraska,NE,Gage,Donald Trump,republican,6380.0,10048,63.495222929936304
45492,2016,Nebraska,NE,Garden,Donald Trump,republican,869.0,1075,80.83720930232559
45495,2016,Nebraska,NE,Garfield,Donald Trump,republican,821.0,980,83.77551020408164
45498,2016,Nebraska,NE,Gosper,Donald Trump,republican,794.0,1010,78.61386138613862
45501,2016,Nebraska,NE,Grant,Donald Trump,republican,367.0,405,90.61728395061729
45504,2016,Nebraska,NE,Greeley,Donald Trump,republican,912.0,1175,77.61702127659575
45507,2016,Nebraska,NE,Hall,Donald Trump,republican,14408.0,22060,65.31278331822304
45510,2016,Nebraska,NE,Hamilton,Donald Trump,republican,3783.0,5004,75.59952038369305
45513,2016,Nebraska,NE,Harlan,Donald Trump,republican,1496.0,1832,81.6593886462882
45516,2016,Nebraska,NE,Hayes,Donald Trump,republican,472.0,514,91.82879377431907
45519,2016,Nebraska,NE,Hitchcock,Donald Trump,republican,1232.0,1468,83.92370572207084
45522,2016,Nebraska,NE,Holt,Donald Trump,republican,4354.0,5118,85.07229386479094
45525,2016,Nebraska,NE,Hooker,Donald Trump,republican,355.0,417,85.13189448441247
45528,2016,Nebraska,NE,Howard,Donald Trump,republican,2284.0,2994,76.28590514362057
45531,2016,Nebraska,NE,Jefferson,Donald Trump,republican,2399.0,3494,68.66056096164854
45534,2016,Nebraska,NE,Johnson,Donald Trump,republican,1355.0,2089,64.86357108664433
45537,2016,Nebraska,NE,Kearney,Donald Trump,republican,2531.0,3296,76.79004854368931
45540,2016,Nebraska,NE,Keith,Donald Trump,republican,3235.0,4034,80.19335647000496
45543,2016,Nebraska,NE,Keya Paha,Donald Trump,republican,460.0,479,96.03340292275574
45546,2016,Nebraska,NE,Kimball,Donald Trump,republican,1330.0,1677,79.3082886106142
45549,2016,Nebraska,NE,Knox,Donald Trump,republican,3188.0,4115,77.4726609963548
45552,2016,Nebraska,NE,Lancaster,Donald Trump,republican,61588.0,136223,45.21116111082563
45555,2016,Nebraska,NE,Lincoln,Donald Trump,republican,12164.0,16131,75.40760027276671
45558,2016,Nebraska,NE,Logan,Donald Trump,republican,400.0,453,88.30022075055187
45561,2016,Nebraska,NE,Loup,Donald Trump,republican,323.0,385,83.8961038961039
45564,2016,Nebraska,NE,McPherson,Donald Trump,republican,257.0,287,89.54703832752612
45567,2016,Nebraska,NE,Madison,Donald Trump,republican,10628.0,14343,74.09886355713589
45570,2016,Nebraska,NE,Merrick,Donald Trump,republican,2926.0,3788,77.24392819429778
45573,2016,Nebraska,NE,Morrill,Donald Trump,republican,1802.0,2209,81.57537347215936
45576,2016,Nebraska,NE,Nance,Donald Trump,republican,1261.0,1621,77.79148673658236
45579,2016,Nebraska,NE,Nemaha,Donald Trump,republican,2116.0,3161,66.94084150585257
45582,2016,Nebraska,NE,Nuckolls,Donald Trump,republican,1726.0,2205,78.2766439909297
45585,2016,Nebraska,NE,Otoe,Donald Trump,republican,4860.0,7457,65.17366233069599
45588,2016,Nebraska,NE,Pawnee,Donald Trump,republican,974.0,1327,73.39864355689525
45591,2016,Nebraska,NE,Perkins,Donald Trump,republican,1217.0,1455,83.6426116838488
45594,2016,Nebraska,NE,Phelps,Donald Trump,republican,3849.0,4695,81.98083067092652
45597,2016,Nebraska,NE,Pierce,Donald Trump,republican,3052.0,3630,84.0771349862259
45600,2016,Nebraska,NE,Platte,Donald Trump,republican,10965.0,14433,75.97173144876325
45603,2016,Nebraska,NE,Polk,Donald Trump,republican,2028.0,2582,78.54376452362509
45606,2016,Nebraska,NE,Red Willow,Donald Trump,republican,4258.0,5170,82.3597678916828
45609,2016,Nebraska,NE,Richardson,Donald Trump,republican,2769.0,3805,72.77266754270696
45612,2016,Nebraska,NE,Rock,Donald Trump,republican,687.0,798,86.09022556390977
45615,2016,Nebraska,NE,Saline,Donald Trump,republican,3004.0,5136,58.48909657320872
45618,2016,Nebraska,NE,Sarpy,Donald Trump,republican,45143.0,80580,56.02258624968975
45621,2016,Nebraska,NE,Saunders,Donald Trump,republican,7555.0,10860,69.5672191528545
45624,2016,Nebraska,NE,Scotts Bluff,Donald Trump,republican,10076.0,14317,70.3778724593141
45627,2016,Nebraska,NE,Seward,Donald Trump,republican,5454.0,7922,68.84625094673062
45630,2016,Nebraska,NE,Sheridan,Donald Trump,republican,2211.0,2608,84.77760736196319
45633,2016,Nebraska,NE,Sherman,Donald Trump,republican,1150.0,1573,73.10870947234584
45636,2016,Nebraska,NE,Sioux,Donald Trump,republican,616.0,736,83.69565217391305
45639,2016,Nebraska,NE,Stanton,Donald Trump,republican,2187.0,2801,78.07925740806854
45642,2016,Nebraska,NE,Thayer,Donald Trump,republican,2051.0,2690,76.2453531598513
45645,2016,Nebraska,NE,Thomas,Donald Trump,republican,344.0,393,87.53180661577609
45648,2016,Nebraska,NE,Thurston,Donald Trump,republican,1043.0,2088,49.952107279693486
45651,2016,Nebraska,NE,Valley,Donald Trump,republican,1780.0,2205,80.72562358276643
45654,2016,Nebraska,NE,Washington,Donald Trump,republican,7424.0,10832,68.53766617429838
45657,2016,Nebraska,NE,Wayne,Donald Trump,republican,2693.0,3776,71.31885593220339
45660,2016,Nebraska,NE,Webster,Donald Trump,republican,1330.0,1708,77.8688524590164
45663,2016,Nebraska,NE,Wheeler,Donald Trump,republican,377.0,465,81.0752688172043
45666,2016,Nebraska,NE,York,Donald Trump,republican,4700.0,6381,73.6561667450243
45669,2016,Nevada,NV,Churchill,Donald Trump,republican,7830.0,10938,71.58529895776194
45672,2016,Nevada,NV,Clark,Donald Trump,republican,320057.0,767156,41.71993701411447
45675,2016,Nevada,NV,Douglas,Donald Trump,republican,17415.0,27885,62.45293168370092
45678,2016,Nevada,NV,Elko,Donald Trump,republican,13551.0,18559,73.01578748855003
45681,2016,Nevada,NV,Esmeralda,Donald Trump,republican,329.0,423,77.77777777777779
45684,2016,Nevada,NV,Eureka,Donald Trump,republican,723.0,854,84.66042154566745
45687,2016,Nevada,NV,Humboldt,Donald Trump,republican,4521.0,6433,70.27825275921032
45690,2016,Nevada,NV,Lander,Donald Trump,republican,1828.0,2413,75.7563199336925
45693,2016,Nevada,NV,Lincoln,Donald Trump,republican,1671.0,2132,78.37711069418386
45696,2016,Nevada,NV,Lyon,Donald Trump,republican,16005.0,23762,67.35544146115647
45699,2016,Nevada,NV,Mineral,Donald Trump,republican,1179.0,1997,59.03855783675513
45702,2016,Nevada,NV,Nye,Donald Trump,republican,13324.0,19595,67.99693799438631
45705,2016,Nevada,NV,Pershing,Donald Trump,republican,1403.0,1982,70.78708375378405
45708,2016,Nevada,NV,Storey,Donald Trump,republican,1616.0,2558,63.17435496481626
45711,2016,Nevada,NV,Washoe,Donald Trump,republican,94758.0,209909,45.142418857695475
45714,2016,Nevada,NV,White Pine,Donald Trump,republican,2723.0,3773,72.17068645640074
45717,2016,Nevada,NV,Carson City,Donald Trump,republican,13125.0,25016,52.46642149024624
45720,2016,New Hampshire,NH,Belknap,Donald Trump,republican,19315.0,35045,55.11485233271508
45723,2016,New Hampshire,NH,Carroll,Donald Trump,republican,14635.0,29616,49.415856293895196
45726,2016,New Hampshire,NH,Cheshire,Donald Trump,republican,16876.0,41895,40.281656522258025
45729,2016,New Hampshire,NH,Coos,Donald Trump,republican,7952.0,15627,50.886286555320915
45732,2016,New Hampshire,NH,Grafton,Donald Trump,republican,19010.0,51191,37.135433963001304
45735,2016,New Hampshire,NH,Hillsborough,Donald Trump,republican,100013.0,214157,46.70078493815285
45738,2016,New Hampshire,NH,Merrimack,Donald Trump,republican,37674.0,83648,45.0387337413925
45741,2016,New Hampshire,NH,Rockingham,Donald Trump,republican,90447.0,181434,49.85118555507788
45744,2016,New Hampshire,NH,Strafford,Donald Trump,republican,29072.0,69000,42.13333333333333
45747,2016,New Hampshire,NH,Sullivan,Donald Trump,republican,10796.0,22683,47.595115284574355
45750,2016,New Jersey,NJ,Atlantic,Donald Trump,republican,52690.0,117291,44.92245781858796
45753,2016,New Jersey,NJ,Bergen,Donald Trump,republican,175529.0,419296,41.862789055941384
45756,2016,New Jersey,NJ,Burlington,Donald Trump,republican,89272.0,218943,40.77408275213183
45759,2016,New Jersey,NJ,Camden,Donald Trump,republican,72631.0,226592,32.05364708374523
45762,2016,New Jersey,NJ,Cape May,Donald Trump,republican,28446.0,48722,58.38430277903206
45765,2016,New Jersey,NJ,Cumberland,Donald Trump,republican,24453.0,54004,45.27997926079549
45768,2016,New Jersey,NJ,Essex,Donald Trump,republican,63176.0,310934,20.318138254420553
45771,2016,New Jersey,NJ,Gloucester,Donald Trump,republican,67544.0,139542,48.4040647260323
45774,2016,New Jersey,NJ,Hudson,Donald Trump,republican,49043.0,219375,22.355783475783475
45777,2016,New Jersey,NJ,Hunterdon,Donald Trump,republican,38712.0,70836,54.650177875656446
45780,2016,New Jersey,NJ,Mercer,Donald Trump,republican,46193.0,156529,29.510825470040697
45783,2016,New Jersey,NJ,Middlesex,Donald Trump,republican,122953.0,326102,37.70384726251296
45786,2016,New Jersey,NJ,Monmouth,Donald Trump,republican,166723.0,314377,53.032823648040406
45789,2016,New Jersey,NJ,Morris,Donald Trump,republican,126071.0,250416,50.344626541435055
45792,2016,New Jersey,NJ,Ocean,Donald Trump,republican,179079.0,274362,65.27106523498152
45795,2016,New Jersey,NJ,Passaic,Donald Trump,republican,72902.0,194802,37.423640414369466
45798,2016,New Jersey,NJ,Salem,Donald Trump,republican,16381.0,29494,55.54010985285143
45801,2016,New Jersey,NJ,Somerset,Donald Trump,republican,65505.0,157092,41.698495149339244
45804,2016,New Jersey,NJ,Sussex,Donald Trump,republican,46658.0,74126,62.94417613253109
45807,2016,New Jersey,NJ,Union,Donald Trump,republican,68114.0,221975,30.685437549273566
45810,2016,New Jersey,NJ,Warren,Donald Trump,republican,29858.0,49236,60.6426192217077
45813,2016,New Mexico,NM,Bernalillo,Donald Trump,republican,94698.0,274662,34.478012975948616
45816,2016,New Mexico,NM,Catron,Donald Trump,republican,1464.0,2049,71.44948755490483
45819,2016,New Mexico,NM,Chaves,Donald Trump,republican,12872.0,20271,63.499580681762126
45822,2016,New Mexico,NM,Cibola,Donald Trump,republican,3195.0,8063,39.62544958452189
45825,2016,New Mexico,NM,Colfax,Donald Trump,republican,2585.0,5332,48.48087021755439
45828,2016,New Mexico,NM,Curry,Donald Trump,republican,9035.0,13370,67.57666417352281
45831,2016,New Mexico,NM,De Baca,Donald Trump,republican,620.0,910,68.13186813186813
45834,2016,New Mexico,NM,Dona Ana,Donald Trump,republican,25374.0,70648,35.916091042916996
45837,2016,New Mexico,NM,Eddy,Donald Trump,republican,13147.0,19667,66.8480195250928
45840,2016,New Mexico,NM,Grant,Donald Trump,republican,5288.0,12811,41.2770275544454
45843,2016,New Mexico,NM,Guadalupe,Donald Trump,republican,595.0,1827,32.56704980842912
45846,2016,New Mexico,NM,Harding,Donald Trump,republican,311.0,527,59.01328273244781
45849,2016,New Mexico,NM,Hidalgo,Donald Trump,republican,910.0,1872,48.61111111111111
45852,2016,New Mexico,NM,Lea,Donald Trump,republican,12495.0,17712,70.54539295392954
45855,2016,New Mexico,NM,Lincoln,Donald Trump,republican,5896.0,8902,66.23230734666366
45858,2016,New Mexico,NM,Los Alamos,Donald Trump,republican,3359.0,10885,30.858980248047775
45861,2016,New Mexico,NM,Luna,Donald Trump,republican,3478.0,7295,47.676490747087044
45864,2016,New Mexico,NM,McKinley,Donald Trump,republican,5104.0,21703,23.51748606183477
45867,2016,New Mexico,NM,Mora,Donald Trump,republican,665.0,2441,27.24293322408849
45870,2016,New Mexico,NM,Otero,Donald Trump,republican,11887.0,20060,59.25722831505483
45873,2016,New Mexico,NM,Quay,Donald Trump,republican,2212.0,3572,61.92609182530795
45876,2016,New Mexico,NM,Rio Arriba,Donald Trump,republican,3599.0,14878,24.19007931173545
45879,2016,New Mexico,NM,Roosevelt,Donald Trump,republican,3884.0,5950,65.27731092436974
45882,2016,New Mexico,NM,Sandoval,Donald Trump,republican,25905.0,61690,41.99221916031772
45885,2016,New Mexico,NM,San Juan,Donald Trump,republican,27946.0,46110,60.6072435480373
45888,2016,New Mexico,NM,San Miguel,Donald Trump,republican,2313.0,10751,21.51427774160543
45891,2016,New Mexico,NM,Santa Fe,Donald Trump,republican,14332.0,71434,20.063275191085477
45894,2016,New Mexico,NM,Sierra,Donald Trump,republican,3010.0,5181,58.09689249179695
45897,2016,New Mexico,NM,Socorro,Donald Trump,republican,2616.0,6868,38.089691322073385
45900,2016,New Mexico,NM,Taos,Donald Trump,republican,2727.0,15260,17.87024901703801
